date,time,latitude,longitude,number,step,surface,u10,v10
2020-01-01,0400,34.55,-117.6,0,0 days,0.0,0.19580841,-0.7950344
2020-01-01,0400,34.3,-119.1,0,0 days,0.0,-0.55113983,-1.6642971
2020-01-01,0400,34.3,-118.85,0,0 days,0.0,-0.454216,-1.537466
2020-01-01,0400,34.3,-118.6,0,0 days,0.0,-0.5682297,-1.7031155
2020-01-01,0400,34.3,-118.35,0,0 days,0.0,-1.0911789,-1.8259182
2020-01-01,0400,34.3,-118.1,0,0 days,0.0,-1.2504807,-1.7117825
2020-01-01,0400,34.3,-117.85,0,0 days,0.0,-0.5096359,-1.7169094
2020-01-01,0400,34.3,-117.6,0,0 days,0.0,0.024665833,-1.8120022
2020-01-01,0400,34.05,-119.1,0,0 days,0.0,0.7567215,-2.3840237
2020-01-01,0400,34.05,-118.85,0,0 days,0.0,0.6024246,-2.271597
2020-01-01,0400,34.05,-118.6,0,0 days,0.0,0.42395782,-2.2656155
2020-01-01,0400,34.05,-118.35,0,0 days,0.0,-0.48241425,-1.7254543
2020-01-01,0400,34.05,-118.1,0,0 days,0.0,-0.8155441,-1.5831203
2020-01-01,0400,34.05,-117.85,0,0 days,0.0,-1.065422,-1.580801
2020-01-01,0400,34.05,-117.6,0,0 days,0.0,-0.8444748,-1.5230618
2020-01-01,0400,33.8,-119.1,0,0 days,0.0,2.594368,-3.5489407
2020-01-01,0400,33.8,-118.85,0,0 days,0.0,2.5034256,-3.4216213
2020-01-01,0400,33.8,-118.6,0,0 days,0.0,2.5861893,-2.4601955
2020-01-01,0400,33.8,-118.35,0,0 days,0.0,1.7674637,-1.6334133
2020-01-01,0400,33.8,-118.1,0,0 days,0.0,0.10865021,-1.2010403
2020-01-01,0400,33.8,-117.85,0,0 days,0.0,-0.8539963,-1.1653957
2020-01-01,0400,33.8,-117.6,0,0 days,0.0,-1.2951584,-1.0378323
2020-01-01,0400,33.55,-119.1,0,0 days,0.0,3.3275223,-4.0818996
2020-01-01,0400,33.55,-118.85,0,0 days,0.0,3.6710281,-3.8055325
2020-01-01,0400,33.55,-118.6,0,0 days,0.0,4.0019608,-2.7365627
2020-01-01,0400,33.55,-118.35,0,0 days,0.0,4.2258377,-1.2809963
2020-01-01,0400,33.55,-118.1,0,0 days,0.0,2.8055496,-0.77220726
2020-01-01,0400,33.55,-117.85,0,0 days,0.0,0.30054474,-0.94493675
2020-01-01,0400,33.55,-117.6,0,0 days,0.0,-0.7370529,-1.025137
2020-01-01,0400,33.3,-119.1,0,0 days,0.0,3.3538895,-4.7139797
2020-01-01,0400,33.3,-118.85,0,0 days,0.0,3.707405,-4.3459377
2020-01-01,0400,33.3,-118.6,0,0 days,0.0,4.5470047,-3.1354885
2020-01-01,0400,33.3,-118.35,0,0 days,0.0,5.010872,-1.5811672
2020-01-01,0400,33.3,-118.1,0,0 days,0.0,4.4854813,-0.07750511
2020-01-01,0400,33.3,-117.85,0,0 days,0.0,2.0278397,0.0959568
2020-01-01,0400,33.3,-117.6,0,0 days,0.0,-0.05028534,-0.47838402
2020-01-01,0400,33.05,-119.1,0,0 days,0.0,3.2472,-5.2224026
2020-01-01,0400,33.05,-118.85,0,0 days,0.0,3.766243,-4.7226467
2020-01-01,0400,33.05,-118.6,0,0 days,0.0,4.5886307,-3.5572414
2020-01-01,0400,33.05,-118.35,0,0 days,0.0,5.0865555,-1.8801174
2020-01-01,0400,33.05,-118.1,0,0 days,0.0,4.5693436,-0.18590355
2020-01-01,0400,33.05,-117.85,0,0 days,0.0,2.583992,1.3100681
2020-01-01,0400,33.05,-117.6,0,0 days,0.0,0.32068634,1.1574802
2020-01-01,0400,32.8,-119.1,0,0 days,0.0,3.2978592,-5.841421
2020-01-01,0400,32.8,-118.85,0,0 days,0.0,3.9809647,-5.3211575
2020-01-01,0400,32.8,-118.6,0,0 days,0.0,4.990364,-3.898306
2020-01-01,0400,32.8,-118.35,0,0 days,0.0,5.331917,-2.1340237
2020-01-01,0400,32.8,-118.1,0,0 days,0.0,4.365486,-0.42198753
2020-01-01,0400,32.8,-117.85,0,0 days,0.0,2.3624344,0.9952488
2020-01-01,0400,32.8,-117.6,0,0 days,0.0,0.065071106,1.5362644
2020-01-01,0500,34.8,-119.1,0,0 days,0.0,0.2599783,-0.4737301
2020-01-01,0500,34.8,-118.85,0,0 days,0.0,0.31576443,-0.67282677
2020-01-01,0500,34.8,-118.6,0,0 days,0.0,-0.14602757,-0.99240685
2020-01-01,0500,34.8,-118.35,0,0 days,0.0,-0.10196018,-1.6200924
2020-01-01,0500,34.8,-118.1,0,0 days,0.0,-0.6672678,0.17983437
2020-01-01,0500,34.8,-117.85,0,0 days,0.0,-0.7002268,0.82302284
2020-01-01,0500,34.8,-117.6,0,0 days,0.0,-0.21634007,0.9247074
2020-01-01,0500,34.55,-119.1,0,0 days,0.0,-0.063508034,-1.8443356
2020-01-01,0500,34.55,-118.85,0,0 days,0.0,0.17184353,-1.8356686
2020-01-01,0500,34.55,-118.6,0,0 days,0.0,-0.27725315,-2.0264645
2020-01-01,0500,34.55,-118.35,0,0 days,0.0,-1.0041819,-1.8570309
2020-01-01,0500,34.55,-118.1,0,0 days,0.0,-1.4891672,-0.47556114
2020-01-01,0500,34.55,-117.85,0,0 days,0.0,-0.67361546,-0.086400986
2020-01-01,0500,34.55,-117.6,0,0 days,0.0,-0.037629128,-0.27402306
2020-01-01,0500,34.3,-119.1,0,0 days,0.0,-0.5303049,-1.6369381
2020-01-01,0500,34.3,-118.85,0,0 days,0.0,-0.4320383,-1.7334957
