longitude,latitude,elevation,slope,aspect,vegetation_cover,vegetation_type,fuel_vegetation_cover,fuel_vegetation_height
-118.262034,33.721261,1.615625,0.43486,0.908125,18.468125,7311.01625,16.898125,21.330625
-118.251222,33.721261,3.573171,0.490779,1.133537,21.809146,7328.413415,21.809146,21.809146
-118.24041,33.721261,0.133125,0.176681,0.338125,11.49125,7292.22875,11.49125,11.49125
-118.229598,33.721261,0.015,0.046996,0.09625,11.21125,7294.406875,11.081875,11.3025
-118.218786,33.721261,0.025,0.07555,0.141463,11.242683,7297.717683,11.116463,11.331707
-118.207974,33.721261,0.040625,0.107079,0.201875,11.0,7292.0,11.0,11.0
-118.197162,33.721261,0.085625,0.146922,0.2875,11.0,7292.0,11.0,11.0
-118.18635,33.721261,0.054268,0.082094,0.160366,11.0,7292.0,11.0,11.0
-118.175538,33.721261,0.079375,0.113623,0.21625,11.0,7292.0,11.0,11.0
-118.164726,33.721261,0.101875,0.146341,0.280625,11.0,7292.0,11.0,11.0
-118.153914,33.721261,0.105488,0.165973,0.3,11.073171,7298.739024,11.073171,11.073171
-118.143102,33.721261,0.103125,0.152885,0.289375,11.1625,7306.96625,11.1625,11.1625
-118.13229,33.721261,0.019375,0.029149,0.06,11.0,7292.0,11.0,11.0
-118.478273,33.730244,-7332.6,31609.985723,-7332.6,-7329.666667,-5388.066667,-7329.666667,-7329.666667
-118.402589,33.730244,0.03875,0.073766,0.1375,11.0775,7293.193125,11.0775,11.0775
-118.359341,33.730244,5.555,2.265913,4.3875,20.773125,7314.215625,16.24875,29.41875
-118.34853,33.730244,60.162805,7.745985,14.331707,84.372561,7650.661585,43.02439,122.887805
-118.337718,33.730244,151.62625,11.507436,21.78125,65.6125,7575.654375,36.854375,92.625625
-118.326906,33.730244,182.8525,10.560395,20.350625,92.8975,7773.579375,47.03875,139.995
-118.316094,33.730244,147.1875,7.055324,13.134375,63.143125,7536.633125,36.93625,85.61875
-118.305282,33.730244,84.139024,4.196312,7.520122,25.414634,7323.607927,24.486585,28.604268
-118.29447,33.730244,40.09625,2.392029,4.425625,24.04125,7309.333125,24.04125,24.04125
-118.283658,33.730244,17.17375,1.585961,2.793125,24.0175,7299.596875,24.0175,24.0175
-118.272846,33.730244,1.923171,1.192742,2.180488,18.626829,7315.732927,18.626829,18.626829
-118.262034,33.730244,1.980625,0.614515,1.30875,19.9675,7323.5175,18.530625,21.954375
-118.251222,33.730244,3.505,0.464576,1.268125,26.618125,7360.228125,24.049375,31.77625
-118.24041,33.730244,2.214375,0.577037,1.240625,18.906875,7306.5125,18.023125,21.0375
-118.197162,33.730244,0.563125,0.220107,0.38125,12.54,7300.8375,12.54,12.54
-118.18635,33.730244,0.74375,0.272358,0.49375,13.00875,7303.760625,13.00875,13.00875
-118.478273,33.739227,-964.189286,19476.036005,-964.189286,-954.25,5624.653571,-954.25,-954.25
-118.413401,33.739227,4.938415,1.779298,3.370732,19.462805,7350.34878,15.193293,25.065854
-118.402589,33.739227,28.465625,5.407496,10.3125,34.635625,7412.761875,23.78375,50.44625
-118.391777,33.739227,25.164375,3.702671,7.1525,17.995625,7354.116875,17.440625,18.1925
-118.380965,33.739227,14.660625,4.355741,8.2925,26.73125,7384.07,19.629375,39.568125
-118.370153,33.739227,35.957317,7.20702,13.279878,38.064024,7463.40061,25.829268,59.791463
-118.359341,33.739227,66.158125,9.433076,17.988125,77.1675,7501.054375,43.491875,144.50125
-118.34853,33.739227,177.809375,13.214286,26.038125,99.215625,7462.075,53.825,194.00875
-118.337718,33.739227,294.79375,12.20583,23.185,55.5975,7406.3975,36.785,103.888125
-118.326906,33.739227,263.508537,11.46163,21.017073,31.496341,7469.510366,26.026829,46.412195
-118.316094,33.739227,141.940625,7.082689,13.155625,29.92375,7380.965,25.48875,34.11625
-118.305282,33.739227,81.090625,3.834495,7.225,24.054375,7307.44625,23.96625,24.928125
-118.29447,33.739227,42.792073,2.722784,4.883537,24.183537,7298.943293,24.183537,24.183537
-118.283658,33.739227,17.520625,1.981559,3.608125,23.47125,7299.04625,23.47125,23.47125
-118.272846,33.739227,2.295625,0.707898,1.40375,19.565625,7305.15375,19.555625,19.871875
-118.262034,33.739227,4.199375,0.372992,0.900625,23.77375,7314.1275,23.431875,24.3525
-118.251222,33.739227,3.018293,0.709697,1.484146,21.619512,7326.382317,20.261585,25.054878
-118.24041,33.739227,1.05875,0.878049,1.65625,15.425,7301.186875,14.84,16.761875
-118.229598,33.739227,0.6325,0.459845,0.87,13.45,7293.903125,13.45,13.45
-118.218786,33.739227,0.278659,0.189768,0.347561,12.032927,7293.237805,12.032927,12.032927
-118.207974,33.739227,0.781875,0.494349,0.918125,13.356875,7300.74625,13.356875,13.356875
-118.197162,33.739227,2.594375,0.749554,1.486875,19.60875,7334.351875,19.483125,19.70375
-118.18635,33.739227,2.089024,0.596669,1.129268,17.216463,7323.528659,16.97561,17.37622
-118.164726,33.739227,0.21,0.162403,0.2975,11.9625,7295.696875,11.688125,12.76625
-118.153914,33.739227,0.007927,0.0232,0.042683,11.008537,7292.379878,11.008537,11.008537
-118.143102,33.739227,0.175,0.144557,0.259375,11.36375,7295.246875,11.36375,11.36375
-118.13229,33.739227,0.088125,0.073171,0.1275,11.189375,7293.239375,11.189375,11.189375
-118.121478,33.739227,0.146625,6841.999405,0.265322,11.412723,7294.10706,11.412723,11.412723
-118.110666,33.739227,0.507042,29094.529617,0.859155,11.535211,7335.816901,11.535211,11.535211
-118.489085,33.74821,-9999.0,30017.825104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.478273,33.74821,-809.442857,6800.453302,-809.442857,-799.333333,5892.252381,-799.333333,-799.333333
-118.413401,33.74821,28.29125,4.405923,8.6225,36.10625,7417.29875,24.379375,54.498125
-118.402589,33.74821,131.35875,9.184414,17.22,56.36625,7584.19625,35.32125,92.449375
-118.391777,33.74821,150.220122,11.10351,20.522561,80.560976,7508.465244,45.892683,147.237805
-118.380965,33.74821,141.413125,11.726353,22.184375,148.66875,7681.344375,72.306875,277.755625
-118.370153,33.74821,138.36,9.16899,17.60125,86.12125,7635.6125,47.399375,163.78625
-118.359341,33.74821,194.3225,14.180845,27.100625,134.11375,7675.9075,67.16125,268.651875
-118.34853,33.74821,326.843293,15.637716,29.477439,89.471951,7565.935976,49.656098,182.132927
-118.337718,33.74821,394.145,13.562165,25.945,61.345,7546.11625,38.126875,114.90625
-118.326906,33.74821,268.133125,12.482578,24.204375,32.59875,7503.77625,26.975625,56.64125
-118.316094,33.74821,149.5525,6.107674,11.344375,25.985625,7387.395625,24.25375,31.00625
-118.305282,33.74821,86.076875,4.491969,8.29375,28.744375,7390.415,25.36875,36.39
-118.29447,33.74821,39.213125,4.075494,7.749375,23.63375,7328.78375,23.63375,23.63375
-118.283658,33.74821,15.24625,2.868531,5.363125,24.3175,7312.061875,24.3175,24.3175
-118.272846,33.74821,2.275,0.663891,1.308537,19.262195,7317.239024,19.007317,19.746341
-118.262034,33.74821,4.01375,0.440214,0.969375,25.04625,7340.410625,23.82,27.62375
-118.251222,33.74821,3.47625,1.022011,1.94625,22.140625,7332.2325,20.825,24.270625
-118.24041,33.74821,1.587195,0.664485,1.212195,17.709756,7362.746341,17.709756,17.709756
-118.229598,33.74821,0.055,0.121356,0.2225,11.99,7303.25625,11.99,11.99
-118.218786,33.74821,1.01125,0.648664,1.22625,14.54875,7307.009375,14.42625,14.6475
-118.207974,33.74821,3.593902,1.042237,1.944512,20.953659,7317.619512,20.953659,20.953659
-118.197162,33.74821,4.265,0.569304,1.265,27.46375,7333.096875,25.68375,34.493125
-118.18635,33.74821,1.58625,0.282811,0.60375,15.97375,7338.05,15.8525,16.0425
-118.164726,33.74821,0.109375,0.087448,0.159375,11.303125,7294.243125,11.27875,11.590625
-118.153914,33.74821,0.07625,0.06446,0.1225,11.2875,7294.23625,11.263125,11.575
-118.143102,33.74821,0.028659,0.020226,0.037805,11.278049,7307.42378,11.278049,11.278049
-118.13229,33.74821,0.466875,0.201071,0.386875,14.056875,7444.35875,14.056875,14.056875
-118.121478,33.74821,0.968434,312.374182,0.941919,17.329545,7332.246843,17.133838,17.965909
-118.110666,33.74821,1.60282,15380.113623,1.661575,19.897767,7347.238543,19.141011,21.507638
-118.099854,33.74821,2.061856,29297.400357,2.402062,23.484536,7379.690722,21.113402,24.206186
-118.489085,33.757193,-1516.557841,23254.548483,-1516.557841,-1507.226221,4669.457584,-1507.226221,-1507.226221
-118.478273,33.757193,-106.239375,-98.712544,-106.239375,-95.35625,7108.283125,-95.35625,-95.35625
-118.424213,33.757193,0.2875,0.392029,0.76875,11.411875,7295.645,11.335625,11.59
-118.413401,33.757193,63.740854,7.18025,13.367073,25.436585,7365.3,22.254268,32.517683
-118.402589,33.757193,184.91125,7.317073,13.613125,28.496875,7500.238125,24.19625,34.928125
-118.391777,33.757193,282.825625,9.293264,18.0075,51.82,7398.42375,35.40125,91.695625
-118.380965,33.757193,310.477439,9.892921,18.491463,103.729268,7511.510366,55.010366,190.008537
-118.370153,33.757193,307.093902,12.251636,23.080488,114.256098,7523.193293,59.383537,216.341463
-118.359341,33.757193,342.805,11.983938,22.848125,96.991875,7630.584375,51.479375,178.474375
-118.34853,33.757193,360.465,11.646341,22.5575,70.401875,7590.07,44.038125,164.75
-118.337718,33.757193,324.62625,11.999405,22.665,55.348125,7559.7875,36.895625,119.159375
-118.326906,33.757193,225.014024,10.824509,19.857317,38.625,7489.931707,30.271341,79.22561
-118.316094,33.757193,118.83375,6.745645,12.8225,29.10625,7366.6775,26.25,43.855625
-118.305282,33.757193,56.24125,4.314099,7.95375,23.935625,7312.56625,23.791875,23.979375
-118.29447,33.757193,16.70122,3.859012,6.954268,25.722561,7337.088415,24.468293,26.458537
-118.283658,33.757193,6.585625,1.493159,2.885625,24.546875,7372.648125,24.076875,25.7975
-118.272846,33.757193,2.06875,0.775261,1.579375,19.686875,7308.785,19.27125,21.063125
-118.262034,33.757193,2.221875,0.709102,1.441875,20.584375,7305.000625,20.49875,21.071875
-118.251222,33.757193,3.949375,0.92445,1.884375,22.78375,7299.8725,22.78375,22.78375
-118.24041,33.757193,3.39125,0.954123,1.86375,24.15125,7350.368125,24.15125,24.15125
-118.229598,33.757193,2.76375,0.797145,1.51375,21.321875,7324.8125,21.321875,21.321875
-118.218786,33.757193,2.771875,1.113028,2.083125,19.93375,7325.19125,19.734375,20.47625
-118.207974,33.757193,4.27625,0.983159,1.934375,33.733125,7415.176875,29.04375,43.795
-118.197162,33.757193,3.01375,1.062463,1.946875,19.210625,7327.495,18.941875,19.31875
-118.18635,33.757193,0.869375,0.600833,1.13125,17.56375,7364.2475,16.690625,18.52125
-118.175538,33.757193,0.166875,0.142857,0.275,12.104375,7309.32125,11.7875,12.86625
-118.164726,33.757193,0.515625,0.315289,0.5775,12.206875,7329.769375,12.206875,12.206875
-118.153914,33.757193,2.84375,0.77097,1.426875,15.473125,7416.376875,15.473125,15.473125
-118.143102,33.757193,3.19,0.768293,1.49125,21.170625,7471.73625,20.883125,21.258125
-118.13229,33.757193,2.014375,0.279595,0.59125,23.633125,7472.281875,23.61625,23.92875
-118.121478,33.757193,1.929375,0.747174,1.434375,23.185625,7332.686875,22.361875,23.801875
-118.110666,33.757193,2.37,0.68525,1.385,26.82125,7327.26625,24.4175,32.78875
-118.099854,33.757193,2.407006,7817.239143,1.826522,39.745621,7449.224354,29.885738,63.412844
-118.089042,33.757193,2.75814,26997.320048,1.734884,24.130233,7301.027907,24.130233,24.130233
-118.424213,33.766176,13.105,3.610351,7.016875,19.0225,7350.504375,16.58,22.53625
-118.413401,33.766176,92.03,6.908827,13.3075,27.043125,7418.960625,24.416875,33.703125
-118.402589,33.766176,199.253125,10.010113,18.925625,49.946875,7493.474375,33.800625,90.740625
-118.391777,33.766176,300.318293,7.928019,14.406098,47.285976,7438.65061,33.02378,81.945122
-118.380965,33.766176,361.463125,4.43724,8.17875,27.18125,7412.774375,24.345,33.150625
-118.370153,33.766176,335.444375,7.958188,15.243125,27.35625,7399.8175,24.804375,35.723125
-118.359341,33.766176,294.05875,11.280785,21.306875,76.716875,7593.9525,45.45625,162.1575
-118.34853,33.766176,260.603659,12.479675,23.529268,76.652439,7580.910976,49.034146,204.594512
-118.337718,33.766176,227.39625,13.625223,25.950625,59.599375,7503.558125,40.361875,145.74625
-118.326906,33.766176,170.10875,10.25818,19.226875,27.250625,7455.500625,24.49875,40.756875
-118.316094,33.766176,81.018902,5.941106,10.72439,22.766463,7371.602439,22.766463,22.766463
-118.305282,33.766176,42.47875,3.416419,6.28375,62.9675,7639.9,35.946875,79.18125
-118.29447,33.766176,26.686875,3.740418,7.075,52.743125,7554.765625,32.5625,64.37
-118.283658,33.766176,18.52125,2.260559,4.219375,23.82625,7307.311875,23.763125,24.01875
-118.272846,33.766176,3.214375,0.778108,1.595,21.6075,7300.385625,21.544375,21.8
-118.262034,33.766176,2.96625,0.640534,1.29,22.568125,7305.723125,22.4375,22.94875
-118.251222,33.766176,2.149375,0.932778,1.829375,20.509375,7311.680625,20.320625,20.765625
-118.24041,33.766176,2.344512,1.140393,2.089634,22.786585,7383.6,22.595732,23.317073
-118.229598,33.766176,1.66375,1.340274,2.4875,21.44625,7361.593125,21.44625,21.44625
-118.218786,33.766176,2.6475,1.168947,2.195625,20.5875,7307.734375,20.5875,20.5875
-118.207974,33.766176,4.519512,1.404521,2.539024,25.320122,7363.496951,24.141463,26.07622
-118.197162,33.766176,5.49625,1.211779,2.281875,23.29625,7316.40625,23.16875,23.389375
-118.18635,33.766176,7.6075,0.937537,1.83875,25.085625,7422.21875,24.52625,25.340625
-118.175538,33.766176,9.590244,0.748959,1.52561,22.121951,7404.362195,22.121951,22.121951
-118.164726,33.766176,13.238125,0.757287,1.511875,22.829375,7346.09875,22.829375,22.829375
-118.153914,33.766176,16.24125,0.48602,1.13875,24.043125,7335.39,24.043125,24.043125
-118.143102,33.766176,15.612805,1.264128,2.365244,24.065854,7298.82561,24.065854,24.065854
-118.13229,33.766176,5.675,1.114218,2.090625,25.27875,7332.8125,23.639375,25.981875
-118.121478,33.766176,3.636875,1.166568,2.203125,23.71375,7352.22875,22.756875,25.166875
-118.110666,33.766176,3.609756,0.848305,1.632317,24.245122,7367.693902,23.010366,26.05
-118.099854,33.766176,3.182692,762.02381,1.771154,26.562179,7333.565385,24.310256,30.932692
-118.089042,33.766176,3.230508,25437.927424,1.450847,23.471186,7297.471186,23.471186,23.471186
-118.435025,33.775159,0.03875,0.117914,0.239375,11.265625,7293.2875,11.140625,11.33
-118.424213,33.775159,28.324375,3.935753,7.589375,24.365625,7388.48,20.4575,30.995
-118.413401,33.775159,100.10122,6.671029,12.093902,28.943293,7475.385976,25.238415,39.371951
-118.402589,33.775159,212.73,7.643664,14.238125,24.1225,7391.39875,23.233125,25.31875
-118.391777,33.775159,320.449375,5.788618,10.966875,23.970625,7321.288125,23.763125,25.30875
-118.380965,33.775159,338.545,5.671029,10.55,25.176875,7372.46875,23.825625,26.09125
-118.370153,33.775159,287.35061,7.925045,14.506707,31.678049,7393.031098,26.985976,47.084756
-118.359341,33.775159,221.569375,12.095776,23.06,48.725,7464.648125,35.895625,113.810625
-118.34853,33.775159,167.254375,8.64518,16.600625,49.3775,7499.194375,36.613125,123.886875
-118.337718,33.775159,135.943293,7.870315,14.262195,46.831098,7580.342073,31.404878,78.292073
-118.326906,33.775159,109.18,6.374182,11.808125,35.934375,7496.826875,26.706875,49.33125
-118.316094,33.775159,86.31125,5.279326,10.035625,23.6675,7399.9925,22.89875,24.80375
-118.305282,33.775159,62.343125,4.99881,9.25875,81.5675,7802.06,41.71125,107.470625
-118.29447,33.775159,25.721951,4.875074,8.817073,49.440244,7560.778659,31.445732,62.267073
-118.283658,33.775159,15.563125,2.380726,4.38875,27.485,7356.156875,24.836875,28.990625
-118.272846,33.775159,7.266875,0.56395,1.17,24.155,7299.323125,24.155,24.155
-118.262034,33.775159,5.307927,0.260559,0.601829,24.247561,7298.247561,24.247561,24.247561
-118.251222,33.775159,3.505625,0.495538,1.061875,23.9325,7302.309375,23.671875,24.649375
-118.24041,33.775159,1.93125,0.650407,1.30625,23.935,7306.415625,23.674375,24.651875
-118.229598,33.775159,2.239024,0.629387,1.198171,24.085366,7298.157927,24.085366,24.085366
-118.218786,33.775159,2.98625,0.757287,1.49,22.453125,7305.536875,22.453125,22.453125
-118.207974,33.775159,3.204375,1.375726,2.6275,23.01375,7328.72875,22.385,23.3325
-118.197162,33.775159,9.373125,0.525283,1.14,24.405625,7307.36125,24.405625,24.405625
-118.18635,33.775159,11.96875,0.05116,0.305625,24.62125,7298.62125,24.62125,24.62125
-118.175538,33.775159,12.99375,0.079559,0.44375,24.34,7299.508125,24.34,24.34
-118.164726,33.775159,14.205,0.170732,0.61375,24.225625,7298.225625,24.225625,24.225625
-118.153914,33.775159,16.75,0.28376,0.720625,24.22125,7298.22125,24.22125,24.22125
-118.143102,33.775159,12.129375,1.088269,2.090625,28.9375,7336.5625,25.37875,30.83375
-118.13229,33.775159,8.760976,1.809637,3.229268,27.730488,7523.972561,23.441463,31.569512
-118.121478,33.775159,17.873125,1.631767,3.02375,23.793125,7307.916875,23.793125,23.793125
-118.110666,33.775159,12.52,1.590125,2.984375,23.685,7342.91,23.405,23.78125
-118.099854,33.775159,4.075889,7310.659131,2.298814,26.96996,7328.060079,24.327273,30.311462
-118.489085,33.784142,-52.904762,20117.973825,-52.904762,-41.962963,7200.513228,-41.962963,-41.962963
-118.424213,33.784142,13.15875,2.531231,4.980625,18.115,7346.609375,16.518125,29.2025
-118.413401,33.784142,86.00125,8.614983,17.15625,40.38875,7447.83875,31.753125,86.229375
-118.402589,33.784142,217.51125,9.48721,17.80125,46.601875,7438.660625,33.973125,94.754375
-118.391777,33.784142,299.745122,6.281975,11.325,25.264024,7426.29939,23.890854,32.628049
-118.380965,33.784142,295.95125,7.628198,14.286875,36.945625,7434.90125,28.196875,53.813125
-118.370153,33.784142,246.24875,6.966318,13.32375,29.11625,7376.468125,25.579375,37.210625
-118.359341,33.784142,167.960366,7.79417,14.19878,30.380488,7412.604878,26.469512,49.526829
-118.34853,33.784142,124.890625,4.66746,8.631875,63.52875,7671.194375,35.571875,87.171875
-118.337718,33.784142,104.55875,6.07259,11.5525,42.935625,7488.370625,29.010625,58.1625
-118.326906,33.784142,74.88,7.064842,13.24875,53.084375,7539.726875,31.295625,66.725
-118.316094,33.784142,58.582317,4.222487,7.594512,29.587195,7340.067683,25.448171,32.011585
-118.305282,33.784142,36.645,2.844735,5.264375,24.10375,7301.9975,24.10375,24.10375
-118.29447,33.784142,10.573125,2.249129,4.245625,28.8775,7515.91,23.85,38.825
-118.283658,33.784142,9.108537,1.614515,2.876829,27.731098,7492.187805,23.867073,31.456098
-118.272846,33.784142,9.97375,0.602023,1.188125,24.039375,7298.039375,24.039375,24.039375
-118.262034,33.784142,9.84125,0.302555,0.754375,24.041875,7310.75,23.986875,24.625625
-118.251222,33.784142,7.043125,0.348007,0.774375,24.054375,7298.44375,24.054375,24.054375
-118.24041,33.784142,4.9875,0.625818,1.225,24.056875,7300.00375,24.056875,24.056875
-118.229598,33.784142,3.39625,0.514518,1.154375,24.03125,7299.199375,24.03125,24.03125
-118.218786,33.784142,2.95875,0.276621,0.65375,24.331875,7298.331875,24.331875,24.331875
-118.207974,33.784142,3.246951,0.92445,1.803049,24.090244,7310.204268,23.572561,24.40061
-118.197162,33.784142,7.385625,0.626597,1.279375,24.596875,7302.775625,24.47,24.690625
-118.18635,33.784142,11.07375,0.252826,0.696875,24.36375,7304.204375,24.36375,24.36375
-118.175538,33.784142,9.8,0.124331,0.52561,24.237805,7303.556098,24.237805,24.237805
-118.164726,33.784142,10.140625,0.31417,0.860625,24.288125,7298.288125,24.288125,24.288125
-118.153914,33.784142,16.636875,1.199881,2.255625,24.285,7299.453125,24.285,24.285
-118.143102,33.784142,11.910625,1.48602,2.7625,25.523125,7340.87625,24.270625,26.0225
-118.13229,33.784142,11.734375,1.157956,2.25375,24.2475,7413.4375,23.103125,24.60375
-118.121478,33.784142,10.935625,1.129685,2.131875,26.4975,7354.246875,24.24,28.533125
-118.110666,33.784142,6.095625,0.753123,1.501875,23.4775,7355.5525,23.19,23.565
-118.099854,33.784142,3.969571,3004.346429,1.540802,24.150761,7309.341632,23.704703,24.788382
-118.089042,33.784142,4.646154,27387.387269,5.041026,25.333333,7314.835897,23.097436,26.697436
-118.489085,33.793125,-3746.523573,21900.261324,-3746.523573,-3739.645161,813.238213,-3739.645161,-3739.645161
-118.478273,33.793125,-564.915254,-389.396632,-564.915254,-554.536723,6315.107345,-554.536723,-554.536723
-118.413401,33.793125,10.27378,4.550863,9.101829,20.447561,7373.929878,18.095122,44.043293
-118.402589,33.793125,134.690625,13.148126,25.51625,47.168125,7479.81,36.018125,121.058125
-118.391777,33.793125,217.762805,10.457027,19.72561,43.660366,7469.984756,34.846951,111.757927
-118.380965,33.793125,197.995122,10.713266,19.760366,60.856098,7558.805488,40.315854,139.558537
-118.370153,33.793125,176.250625,6.968471,12.95125,32.5,7520.849375,26.041875,47.820625
-118.359341,33.793125,135.869375,6.681765,12.75,30.455625,7464.1025,25.339375,41.265
-118.34853,33.793125,91.97375,6.477692,12.208125,66.751875,7645.516875,37.49,94.154375
-118.337718,33.793125,52.020122,3.302796,5.945732,25.256707,7320.288415,24.29939,26.195122
-118.326906,33.793125,35.45,1.459845,2.666875,24.739375,7303.81625,24.215625,25.276875
-118.316094,33.793125,28.255,0.981998,1.900625,23.914375,7301.41875,23.914375,23.914375
-118.305282,33.793125,21.39125,0.97561,1.87,25.338125,7303.265,24.4675,25.591875
-118.29447,33.793125,13.48625,1.273052,2.369375,31.15875,7383.650625,27.204375,45.948125
-118.283658,33.793125,9.24625,1.297329,2.476875,28.501875,7401.93875,25.3675,36.615
-118.272846,33.793125,11.4675,0.495538,0.990625,23.998125,7301.113125,23.998125,23.998125
-118.262034,33.793125,12.033537,0.30934,0.745732,23.94939,7325.783537,23.840854,25.087195
-118.251222,33.793125,13.073125,0.992861,1.905625,23.76125,7312.168125,23.76125,23.76125
-118.24041,33.793125,10.526875,0.922665,1.788125,24.05875,7298.05875,24.05875,24.05875
-118.229598,33.793125,4.503049,1.027365,1.941463,24.003049,7300.040854,23.928659,24.168902
-118.218786,33.793125,4.115,0.187388,0.53125,25.281875,7333.384375,24.1875,25.7525
-118.207974,33.793125,4.08875,0.700773,1.369375,26.61,7308.619375,24.375625,28.023125
-118.197162,33.793125,4.60122,0.158834,0.371951,24.223171,7298.223171,24.223171,24.223171
-118.18635,33.793125,8.00375,0.333135,0.799375,24.260625,7299.42875,24.260625,24.260625
-118.175538,33.793125,8.985625,0.751338,1.604375,23.901875,7310.75125,23.901875,23.901875
-118.164726,33.793125,28.635976,3.87329,7.043293,24.743293,7314.658537,24.164024,25.438415
-118.153914,33.793125,35.4225,3.224271,5.943125,25.83,7312.379375,24.821875,27.928125
-118.143102,33.793125,15.194375,1.71743,3.138125,26.16,7318.275625,24.77875,27.42125
-118.13229,33.793125,5.778659,0.148171,0.401829,24.588415,7309.035976,24.222561,25.520122
-118.121478,33.793125,5.250625,0.080904,0.315625,23.85875,7312.655,23.85875,23.85875
-118.110666,33.793125,4.840385,0.268293,0.665385,24.401923,7304.451923,24.107051,24.491667
-118.099854,33.793125,5.125,0.611541,1.228659,23.307927,7355.066463,23.307927,23.307927
-118.089042,33.793125,5.286396,14500.342625,2.457041,23.832936,7387.022673,22.73747,24.229117
-118.489085,33.802109,-9843.57513,27075.573468,-9843.57513,-9843.404145,-9730.227979,-9843.404145,-9843.404145
-118.478273,33.802109,-3665.419419,-845.212968,-3665.419419,-3658.451783,953.489432,-3658.451783,-3658.451783
-118.413401,33.802109,0.19625,0.25029,0.496875,11.185625,7305.628125,11.185625,11.185625
-118.402589,33.802109,20.128659,5.217133,9.686585,20.82378,7393.35061,18.587805,37.903049
-118.391777,33.802109,60.148125,8.384295,15.873125,32.97375,7466.67125,27.67375,68.91125
-118.380965,33.802109,103.60375,6.341463,12.036875,40.160625,7547.80375,30.923125,84.109375
-118.370153,33.802109,121.400625,4.750149,8.8125,28.906875,7499.3925,25.031875,42.995625
-118.359341,33.802109,87.343293,6.782272,12.376829,27.423171,7383.92378,24.958537,34.764024
-118.34853,33.802109,40.941875,2.932183,5.575,31.80125,7360.65875,26.703125,37.858125
-118.337718,33.802109,30.33875,0.818815,1.579375,43.5825,7422.4725,29.909375,50.833125
-118.326906,33.802109,25.12125,0.816776,1.5075,31.3075,7353.9425,26.443125,34.350625
-118.316094,33.802109,22.385976,0.788816,1.45,23.928049,7301.346951,23.928049,23.928049
-118.305282,33.802109,18.893125,0.962522,1.808125,25.8125,7317.545625,24.54375,26.6075
-118.29447,33.802109,16.366875,1.240928,2.32,25.748125,7301.74625,24.750625,27.0175
-118.283658,33.802109,11.04939,1.390839,2.52622,24.127439,7308.857317,23.718902,24.29939
-118.272846,33.802109,12.485625,0.545509,1.08125,24.11,7301.4375,23.98625,24.175625
-118.262034,33.802109,13.014375,0.367015,0.820625,24.0025,7298.0025,24.0025,24.0025
-118.251222,33.802109,13.453049,0.958358,1.810366,23.687195,7320.065244,23.687195,23.687195
-118.24041,33.802109,11.3675,1.497918,2.7775,23.599375,7297.98875,23.599375,23.599375
-118.229598,33.802109,6.389375,1.242741,2.439375,23.896875,7303.105,23.820625,24.066875
-118.218786,33.802109,5.77125,0.155265,0.438125,26.925625,7317.958125,24.98875,29.19625
-118.207974,33.802109,5.5925,0.707912,1.340625,25.56625,7304.7075,24.185625,26.66625
-118.197162,33.802109,5.766875,0.111498,0.285,24.095625,7298.485,24.095625,24.095625
-118.18635,33.802109,10.450625,0.801309,1.590625,24.274375,7299.053125,24.274375,24.274375
-118.175538,33.802109,28.806875,2.509816,4.6425,28.838125,7339.82625,25.56625,31.798125
-118.164726,33.802109,53.08625,5.286876,10.06125,24.565625,7322.254375,24.145625,25.6325
-118.153914,33.802109,26.939375,2.543724,4.70625,24.1675,7315.52875,24.1475,24.4625
-118.143102,33.802109,11.040385,0.945271,1.790385,28.241667,7320.848077,25.560897,32.366026
-118.13229,33.802109,6.740625,0.45993,1.0125,28.60875,7320.3525,25.90125,34.900625
-118.121478,33.802109,6.644512,0.459845,0.971341,27.520732,7312.423171,25.248171,28.170122
-118.110666,33.802109,6.03125,0.450327,0.996875,23.916875,7309.9875,23.916875,23.916875
-118.099854,33.802109,5.84,0.262939,0.621875,28.183125,7492.645,23.644375,29.831875
-118.089042,33.802109,6.736575,5108.118382,2.337446,49.560232,7712.670537,30.518868,73.269231
-118.07823,33.802109,7.348214,29005.069601,3.446429,78.696429,7676.857143,40.035714,106.9375
-118.478273,33.811092,-6927.520868,17043.534801,-6927.520868,-6924.141903,-4687.57429,-6924.141903,-6924.141903
-118.467461,33.811092,-1264.745147,-363.365259,-1264.745147,-1255.136506,5104.910457,-1255.136506,-1255.136506
-118.391777,33.811092,19.343125,3.295657,6.1575,19.746875,7304.108125,18.978125,22.66625
-118.380965,33.811092,63.638415,5.089233,9.147561,23.836585,7302.395122,23.836585,23.836585
-118.370153,33.811092,58.17875,5.599048,10.458125,31.695,7354.4225,26.784375,41.20375
-118.359341,33.811092,25.303125,1.996516,3.93,24.915625,7339.1125,23.986875,26.13375
-118.34853,33.811092,23.285625,1.305175,2.520625,31.551875,7341.72375,26.195,34.535625
-118.337718,33.811092,24.283537,0.425937,0.927439,28.256098,7321.328049,25.439634,30.267073
-118.326906,33.811092,23.708125,0.742415,1.465,24.071875,7314.465,24.071875,24.071875
-118.316094,33.811092,24.2225,1.192218,2.264375,23.8225,7309.50375,23.8225,23.8225
