longitude,latitude,elevation,slope,aspect,vegetation_cover,vegetation_type,fuel_vegetation_cover,fuel_vegetation_height
-118.445837,32.867865,517.97125,4.058894,7.526875,232.0625,7280.86,111.266875,503.80125
-118.435025,32.867865,503.64,7.28223,14.23625,222.084375,7202.81125,106.81,476.17125
-118.424213,32.867865,365.42625,20.747967,44.354375,213.9025,7250.666875,106.91125,469.854375
-118.413401,32.867865,119.03375,21.265913,44.22,173.305625,7276.01375,83.8475,359.8675
-118.402589,32.867865,9.584756,3.811266,7.821341,35.785976,7284.552439,22.182317,66.006707
-118.510709,32.876848,16.618125,5.914932,11.769375,72.595625,7287.149375,39.496875,148.0675
-118.499897,32.876848,195.619869,15.778703,29.766805,229.420583,7180.839381,112.127305,509.100535
-118.489085,32.876848,345.3375,12.942296,25.30875,225.858125,7131.139375,111.345625,509.345625
-118.478273,32.876848,421.660625,8.866746,16.96625,227.2325,7126.791875,112.248125,517.599375
-118.467461,32.876848,483.383125,6.900697,13.43375,218.946875,7155.699375,108.889375,502.003125
-118.456649,32.876848,520.090625,7.963415,15.47,225.696875,7177.271875,108.0025,484.055
-118.445837,32.876848,553.98875,7.373587,14.340625,226.233125,7238.44375,107.558125,469.835625
-118.435025,32.876848,445.013415,21.051684,43.521341,226.865854,7223.770122,111.885366,497.953659
-118.424213,32.876848,140.302439,22.269482,46.729268,144.461585,7284.384756,72.957927,302.827439
-118.413401,32.876848,3.374375,1.899465,3.74375,25.048125,7289.99625,17.196875,41.583125
-118.521521,32.885831,3.93875,1.46163,2.70625,61.99625,7408.59375,34.1675,116.473125
-118.510709,32.885831,102.0525,11.30696,22.056875,201.66625,7210.680625,100.30625,453.325625
-118.499897,32.885831,266.320625,9.818235,19.20625,227.125,7099.419375,112.291875,516.525625
-118.489085,32.885831,398.144375,6.659117,12.808125,216.173125,7152.751875,107.4675,492.231875
-118.478273,32.885831,456.366463,4.608566,8.281098,221.87622,7131.09939,110.376829,509.304268
-118.467461,32.885831,516.590244,5.005949,9.00061,235.688415,7108.842073,113.118293,515.679878
-118.456649,32.885831,540.093293,10.800119,20.048171,216.42622,7153.29939,106.584756,482.20122
-118.445837,32.885831,385.74125,26.655562,55.526875,217.695625,7314.455625,110.12875,472.565625
-118.435025,32.885831,126.966875,19.38489,41.269375,132.434375,7264.199375,67.50875,281.3325
-118.424213,32.885831,3.285,1.760743,4.135,18.57625,7294.55,14.47,27.3275
-118.532333,32.894814,0.48125,0.408246,0.79625,16.848125,7297.469375,13.845,24.046875
-118.521521,32.894814,55.109375,9.191057,18.25125,160.49,7318.774375,81.4425,356.16
-118.510709,32.894814,200.388125,11.215348,21.295,225.690625,7141.72625,112.13,517.12375
-118.499897,32.894814,326.360976,7.276621,13.10061,226.028659,7099.189634,112.123171,517.996951
-118.489085,32.894814,424.943293,5.440809,9.814634,213.489634,7129.279268,106.77622,490.022561
-118.478273,32.894814,477.87625,4.135039,7.615,213.413125,7129.435625,106.124375,486.08625
-118.467461,32.894814,533.489375,7.068525,13.49375,223.004375,7140.7925,106.981875,480.660625
-118.456649,32.894814,389.685366,23.142857,48.228049,215.389634,7204.365244,106.754268,472.278049
-118.445837,32.894814,89.468125,15.53837,32.42625,118.609375,7223.01125,59.765,252.06625
-118.435025,32.894814,1.3075,0.999405,2.06125,15.126875,7288.375,12.856875,20.231875
-118.543145,32.903797,1.235976,1.029149,1.943902,16.343293,7336.941463,13.828659,21.955488
-118.532333,32.903797,34.331707,7.478882,14.605488,99.286585,7449.218902,53.006707,211.915854
-118.521521,32.903797,149.355,11.087448,21.041875,214.09625,7219.469375,107.16875,490.02125
-118.510709,32.903797,272.599375,9.822725,18.564375,223.05625,7120.5925,110.36875,508.07125
-118.499897,32.903797,362.469375,5.695578,11.029375,217.460625,7120.6925,108.0075,495.935
-118.489085,32.903797,453.105625,5.087108,9.605625,209.33125,7145.998125,104.194375,475.183125
-118.478273,32.903797,479.746875,5.637121,10.929375,214.39,7248.969375,106.26625,479.97375
-118.467461,32.903797,414.335625,17.920286,37.128125,216.79625,7281.869375,109.01125,479.421875
-118.456649,32.903797,122.839024,18.931588,39.565854,127.654878,7252.689634,65.32622,271.794512
-118.445837,32.903797,0.046875,0.110054,0.21,11.3475,7294.1925,11.195625,11.704375
-118.543145,32.91278,10.853049,3.509292,6.615244,71.67622,7349.007317,39.781707,143.62561
-118.532333,32.91278,105.85375,8.587108,16.71875,204.275,7473.794375,100.785625,448.79875
-118.521521,32.91278,226.7175,9.773944,18.26375,220.92,7133.584375,109.433125,502.560625
-118.510709,32.91278,351.618125,5.004759,9.3175,218.93875,7240.21125,108.185,496.104375
-118.499897,32.91278,399.30061,4.495538,8.088415,209.160366,7206.537805,104.079878,473.533537
-118.489085,32.91278,446.393293,9.744795,18.413415,223.248171,7135.608537,109.994512,504.926829
-118.478273,32.91278,320.143125,24.232288,52.10125,209.396875,7310.535625,106.25375,456.804375
-118.467461,32.91278,110.7375,20.05235,43.10625,121.0175,7394.234375,64.969375,251.588125
-118.456649,32.91278,4.18125,2.055168,4.46,21.168125,7285.43,15.713125,34.145
-118.553957,32.921764,0.019375,0.032719,0.060625,11.681875,7303.039375,11.34625,11.970625
-118.543145,32.921764,21.8125,4.357525,8.136875,128.1875,7292.155,66.05375,275.0125
-118.532333,32.921764,142.121341,8.569106,16.053659,220.508537,7253.691463,108.576829,492.82378
-118.521521,32.921764,263.300416,9.819155,17.509221,229.885187,7165.518739,112.261749,513.82094
-118.510709,32.921764,359.71125,3.612136,6.6475,217.501875,7222.963125,106.474375,481.480625
-118.499897,32.921764,374.10625,5.617305,11.308125,215.183125,7330.49625,106.270625,482.719375
-118.489085,32.921764,260.5675,19.402439,41.521875,193.940625,7185.150625,96.016875,434.9675
-118.478273,32.921764,36.2825,9.516954,19.935625,68.215625,7296.416875,37.324375,138.26125
-118.467461,32.921764,0.579375,0.593099,1.2825,13.394375,7300.876875,12.136875,15.87625
-118.553957,32.930747,0.24,0.241523,0.4425,15.7925,7313.526875,13.469375,20.8925
-118.543145,32.930747,38.9425,6.501487,12.165625,173.459375,7296.555,86.526875,376.1675
-118.532333,32.930747,171.3875,7.102787,13.600625,224.299375,7410.448125,109.3525,491.24125
-118.521521,32.930747,261.651875,5.805459,11.02625,225.828125,7150.2175,111.515,510.984375
-118.510709,32.930747,333.03625,4.76978,8.81375,210.495,7227.61375,103.41625,464.124375
-118.499897,32.930747,233.931588,18.220702,36.289709,200.069007,7208.225461,97.728138,438.806068
-118.489085,32.930747,27.614634,7.801309,16.14878,54.69939,7272.095732,30.935976,108.342073
-118.553957,32.93973,2.975,1.043427,1.887805,47.87622,7332.569512,28.692073,91.87378
-118.543145,32.93973,96.050625,9.560381,18.033125,212.87375,7523.12375,104.58375,467.395
-118.532333,32.93973,221.229268,6.831648,12.45,200.382317,7452.468293,99.5,439.39878
-118.521521,32.93973,281.734756,3.783462,6.795122,215.830488,7396.687195,104.533537,463.454268
-118.510709,32.93973,246.3625,12.269482,24.551875,218.953125,7455.273125,104.84875,468.75375
-118.499897,32.93973,54.28625,10.385485,21.58125,83.278125,7279.980625,43.810625,172.06375
-118.553957,32.948713,18.7725,4.450922,8.370625,102.859375,7352.06875,54.03375,217.345
-118.543145,32.948713,162.755625,10.323022,19.518125,212.824375,7459.874375,104.716875,469.16
-118.532333,32.948713,257.801829,3.146922,5.77622,198.510976,7470.672561,97.026829,419.429878
-118.521521,32.948713,263.476875,4.69338,9.151875,221.544375,7455.156875,106.690625,477.115625
-118.510709,32.948713,100.2675,12.327781,25.840625,124.47625,7355.951875,62.29375,262.14875
-118.499897,32.948713,0.020625,0.106484,0.204375,11.0,7292.0,11.0,11.0
-118.564769,32.957696,4.283125,1.448897,2.75625,54.53375,7333.618125,31.946875,107.803125
-118.553957,32.957696,72.93125,7.826294,14.58375,194.889375,7396.8975,96.91375,427.8525
-118.543145,32.957696,204.88375,6.703153,12.494375,217.1625,7313.63875,107.365625,485.320625
-118.532333,32.957696,240.986585,6.251041,11.312195,227.047561,7483.255488,107.087805,470.193293
-118.521521,32.957696,164.415244,12.859607,25.087195,187.170732,7430.743902,92.237805,411.564024
-118.510709,32.957696,10.214375,5.133849,11.155,31.419375,7283.108125,20.289375,56.738125
-118.575581,32.966679,1.467683,0.53194,0.969512,34.690854,7315.768293,22.457317,63.757317
-118.564769,32.966679,52.959756,7.325402,13.40122,186.916463,7393.618902,92.983537,408.712805
-118.553957,32.966679,148.526829,6.311719,11.419512,217.955488,7462.882927,106.90122,477.343293
-118.543145,32.966679,193.908125,4.772159,8.815,208.810625,7448.178125,102.060625,451.946875
-118.532333,32.966679,167.6125,10.873984,21.6475,201.113125,7528.389375,97.810625,434.531875
-118.521521,32.966679,40.15875,7.302555,15.61,71.7575,7343.056875,38.795,146.91
-118.575581,32.975662,8.360625,1.56276,2.910625,101.55375,7477.0175,53.13875,205.57125
-118.564769,32.975662,97.5875,7.530778,14.49375,225.02875,7616.855625,109.519375,492.72125
-118.553957,32.975662,197.0625,4.691043,9.058125,189.6625,7390.5025,95.21,418.050625
-118.543145,32.975662,158.911585,9.142177,16.885366,191.232927,7566.420122,93.70122,410.260976
-118.532333,32.975662,42.080488,7.657942,14.411585,92.531707,7546.95122,48.105488,189.940244
-118.575581,32.984645,18.976875,3.46044,6.38125,134.834375,7483.73125,69.430625,283.670625
-118.564769,32.984645,112.840244,7.994646,14.442073,220.234756,7466.635976,106.609756,471.386585
-118.553957,32.984645,194.665854,8.351576,15.352439,200.62378,7401.585976,99.359756,440.170732
-118.543145,32.984645,71.580625,9.850089,19.351875,109.213125,7343.915,56.580625,234.823125
-118.532333,32.984645,0.001875,0.012493,0.025,11.0,7292.0,11.0,11.0
-118.586393,32.993628,2.58,1.43724,2.67375,25.99625,7491.145,18.95375,40.206875
-118.575581,32.993628,51.644375,4.878049,9.0025,157.354375,8064.015625,80.608125,314.980625
-118.564769,32.993628,114.945,5.956446,11.399375,213.139375,7458.384375,103.375625,449.8575
-118.553957,32.993628,135.89625,9.334495,18.27875,168.675625,7397.7975,86.671875,369.42625
-118.543145,32.993628,19.481875,5.557406,11.18125,54.91625,7321.745,31.59,111.250625
-118.672889,33.002612,-9999.0,7223.791328,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.662077,33.002612,-3407.066667,5821.766211,-3407.066667,-3399.814815,1400.251852,-3399.814815,-3399.814815
-118.586393,33.002612,9.339375,2.201666,4.085,81.291875,7673.548125,41.389375,135.8325
-118.575581,33.002612,74.19939,6.067817,11.02378,223.107317,7806.007317,103.983537,433.34878
-118.564769,33.002612,127.44878,10.615563,20.37439,237.589634,7920.5,105.07622,432.096951
-118.553957,33.002612,46.019036,8.441404,15.323617,78.999405,7410.812612,44.781083,160.665675
-118.543145,33.002612,1.255625,0.969066,1.896875,15.731875,7298.044375,13.248125,21.32375
-118.672889,33.011595,-8095.898148,-5291.798311,-8095.898148,-8093.804527,-6708.01749,-8093.804527,-8093.804527
-118.662077,33.011595,-1193.630625,-1109.06446,-1193.630625,-1183.94375,5227.886875,-1183.94375,-1183.94375
-118.608017,33.011595,0.85,0.336704,0.610976,22.069512,7349.137805,16.075,31.729878
-118.597205,33.011595,2.611585,1.10351,1.984146,42.121951,7442.007927,24.809756,70.056098
-118.586393,33.011595,35.49,4.247472,7.89,173.10625,7497.648125,83.47,348.3125
-118.575581,33.011595,107.854375,5.239738,9.71,244.838125,8086.588125,105.715,421.294375
-118.564769,33.011595,92.2325,8.341463,16.7825,191.07625,7978.398125,82.745625,321.0125
-118.553957,33.011595,0.01375,0.065621,0.12625,11.028125,7294.71875,11.028125,11.028125
-118.489085,33.011595,-399.96,15518.470383,-399.96,-389.4,6600.36,-389.4,-389.4
-118.683701,33.020578,-9999.0,9725.463415,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.672889,33.020578,-5021.885821,-4357.236011,-5021.885821,-5016.410448,-1392.211194,-5016.410448,-5016.410448
-118.608017,33.020578,4.318125,1.012195,1.918125,58.10125,7458.808125,32.555625,101.84875
-118.597205,33.020578,24.305625,3.111498,5.876875,143.88625,7534.470625,73.116875,290.43375
-118.586393,33.020578,46.7925,3.082462,5.803125,115.509375,7407.876875,62.301875,237.031875
-118.575581,33.020578,88.785,3.975015,7.306875,178.125625,7443.675,89.171875,376.331875
-118.564769,33.020578,49.12439,6.973825,13.262195,106.281098,7410.862805,54.428659,217.02378
-118.499897,33.020578,-411.091082,-16.277216,-411.091082,-400.543327,6581.111322,-400.543327,-400.543327
-118.489085,33.020578,-2731.434146,23309.650208,-2731.434146,-2723.439024,2568.604878,-2723.439024,-2723.439024
-118.683701,33.029561,-9999.0,15961.932249,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.672889,33.029561,-3885.213018,-1195.797739,-3885.213018,-3878.487179,573.406312,-3878.487179,-3878.487179
-118.618829,33.029561,0.023125,0.055749,0.10375,11.613125,7295.766875,11.210625,11.87
-118.608017,33.029561,2.569304,0.821535,1.447353,51.450327,7356.158834,29.586556,94.481261
-118.597205,33.029561,25.55122,4.19338,7.785366,169.746341,7569.613415,84.110976,353.004878
-118.586393,33.029561,13.74939,3.298037,5.943902,66.307317,7353.97378,38.326829,128.692683
-118.575581,33.029561,27.10875,4.15229,7.723125,90.909375,7397.93875,50.05,187.21625
-118.564769,33.029561,9.271875,2.496133,4.855625,31.011875,7323.245,20.585625,56.52125
-118.499897,33.029561,-473.253641,14894.248067,-473.253641,-462.774272,6473.615291,-462.774272,-462.774272
-118.683701,33.038544,-9999.0,24198.792717,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.672889,33.038544,-3636.0,-255.773944,-3636.0,-3629.0,1004.363636,-3629.0,-3629.0
-118.618829,33.038544,0.019375,0.038667,0.070625,11.205625,7293.255625,11.070625,11.29
-118.597205,33.038544,0.78625,0.552846,1.055,18.448125,7325.179375,14.746875,26.1825
-118.586393,33.038544,0.0675,0.120209,0.233125,12.170625,7305.120625,11.47875,12.418125
-118.575581,33.038544,0.045625,0.085068,0.154375,11.58625,7298.235,11.264375,11.960625
-118.683701,33.047527,-9999.0,31723.926829,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.672889,33.047527,-4353.192661,4711.534206,-4353.192661,-4346.981651,-235.858215,-4346.981651,-4346.981651
-118.672889,33.05651,-6063.58277,17513.084474,-6063.58277,-6059.253378,-3193.589527,-6059.253378,-6059.253378
-118.662077,33.05651,-671.200125,-519.506841,-671.200125,-660.938519,6131.311794,-660.938519,-660.938519
-118.672889,33.065493,-9999.0,29567.551684,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.662077,33.065493,-3495.657498,7656.07674,-3495.657498,-3488.503106,1247.054126,-3488.503106,-3488.503106
-118.651265,33.065493,-74.9925,-69.679443,-74.9925,-64.075,7162.3175,-64.075,-64.075
-118.662077,33.074476,-8420.210526,27463.857228,-8420.210526,-8418.473684,-7268.842105,-8418.473684,-8418.473684
-118.651265,33.074476,-2796.016667,8339.763236,-2796.016667,-2788.092593,2456.924074,-2788.092593,-2788.092593
-118.640453,33.074476,-598.596213,-524.450327,-598.596213,-588.254734,6256.863775,-588.254734,-588.254734
-118.651265,33.08346,-9999.0,30628.404521,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.640453,33.08346,-4344.393103,17945.756098,-4344.393103,-4338.172414,-220.641379,-4338.172414,-4338.172414
-118.629641,33.08346,-1183.834638,10295.846109,-1183.834638,-1174.136986,5244.82681,-1174.136986,-1174.136986
-118.618829,33.08346,-182.957041,6393.207898,-182.957041,-172.158313,6975.617343,-172.158313,-172.158313
-118.618829,33.092443,-9999.0,31637.07436,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.380965,33.254139,-9999.0,31891.482451,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.370153,33.254139,-6787.642336,25520.468769,-6787.642336,-6784.109489,-4445.686131,-6784.109489,-6784.109489
-118.359341,33.254139,-1841.595797,15312.032124,-1841.595797,-1832.621755,4107.378245,-1832.621755,-1832.621755
-118.305282,33.254139,-69.011503,5716.264723,-69.011503,-58.087423,7172.660276,-58.087423,-58.087423
-118.29447,33.254139,-1319.549488,13045.948316,-1319.549488,-1310.001138,5010.138794,-1310.001138,-1310.001138
-118.283658,33.254139,-4873.158845,24985.649018,-4873.158845,-4867.519856,-1135.021661,-4867.519856,-4867.519856
-118.456649,33.263122,-2142.642857,30897.361689,-2142.642857,-2134.0,3586.785714,-2134.0,-2134.0
-118.445837,33.263122,-1941.553398,29841.105889,-1941.553398,-1932.68932,3934.524272,-1932.68932,-1932.68932
-118.435025,33.263122,-1176.352941,26382.321237,-1176.352941,-1166.647059,5257.764706,-1166.647059,-1166.647059
-118.413401,33.263122,-420.669903,23907.148526,-420.669903,-410.132686,6564.546926,-410.132686,-410.132686
-118.402589,33.263122,-7284.039735,27590.418203,-7284.039735,-7281.05298,-5304.092715,-7281.05298,-7281.05298
-118.391777,33.263122,-9275.880299,21938.53956,-9275.880299,-9275.084788,-8748.528678,-9275.084788,-9275.084788
-118.380965,33.263122,-5335.691974,10289.421773,-5335.691974,-5330.561822,-1934.867679,-5330.561822,-5330.561822
-118.370153,33.263122,-1455.128171,675.059233,-1455.128171,-1445.728972,4775.686248,-1445.728972,-1445.728972
-118.359341,33.263122,-37.49625,-34.839721,-37.49625,-26.5375,7227.15875,-26.5375,-26.5375
-118.283658,33.263122,-929.051471,1200.420583,-929.051471,-919.073529,5685.416444,-919.073529,-919.073529
-118.272846,33.263122,-3050.310534,15240.851336,-3050.310534,-3042.666211,2017.180575,-3042.666211,-3042.666211
-118.262034,33.263122,-9999.0,30297.674004,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.489085,33.272105,-7014.223881,29602.533016,-7014.223881,-7010.940299,-4837.507463,-7010.940299,-7010.940299
-118.478273,33.272105,-1518.835443,23911.347412,-1518.835443,-1509.506329,4665.518987,-1509.506329,-1509.506329
-118.467461,33.272105,-612.424028,15109.30934,-612.424028,-602.097762,6232.951708,-602.097762,-602.097762
-118.456649,33.272105,-269.801308,7152.404521,-269.801308,-259.098119,6825.439902,-259.098119,-259.098119
-118.445837,33.272105,-160.598464,3063.228223,-160.598464,-149.77514,7014.281425,-149.77514,-149.77514
-118.435025,33.272105,-188.170668,977.562165,-188.170668,-177.377677,6966.601557,-177.377677,-177.377677
-118.402589,33.272105,-741.408818,1347.478882,-741.408818,-731.224449,6009.901804,-731.224449,-731.224449
-118.391777,33.272105,-1597.324528,-1284.59698,-1597.324528,-1588.081761,4529.789937,-1588.081761,-1588.081761
-118.380965,33.272105,-487.45125,-463.963117,-487.45125,-476.9875,6449.06375,-476.9875,-476.9875
-118.272846,33.272105,-417.370304,-338.406901,-417.370304,-406.829457,6570.252832,-406.829457,-406.829457
-118.262034,33.272105,-3417.766022,10028.301606,-3417.766022,-3410.525941,1381.749746,-3410.525941,-3410.525941
-118.251222,33.272105,-9999.0,28856.083624,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.510709,33.281088,-9999.0,31035.457466,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.499897,33.281088,-3011.193103,22709.319453,-3011.193103,-3003.505747,2084.825287,-3003.505747,-3003.505747
-118.489085,33.281088,-1120.64562,5646.372992,-1120.64562,-1110.878453,5354.097869,-1110.878453,-1110.878453
-118.478273,33.281088,-177.76,313.126016,-177.76,-166.955556,6984.604444,-166.955556,-166.955556
-118.262034,33.281088,-570.475862,-443.827484,-570.475862,-560.103448,6305.491536,-560.103448,-560.103448
-118.251222,33.281088,-5097.273794,14691.244497,-5097.273794,-5091.881356,-1522.577575,-5091.881356,-5091.881356
-118.521521,33.290071,-9999.0,30959.135039,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
-118.510709,33.290071,-4265.396203,13784.418203,-4265.396203,-4259.088608,-84.034177,-4259.088608,-4259.088608
-118.499897,33.290071,-725.316062,415.252033,-725.316062,-715.11399,6037.73057,-715.11399,-715.11399
-118.251222,33.290071,-2445.642857,2103.64518,-2445.642857,-2437.333333,3062.816017,-2437.333333,-2437.333333
-118.24041,33.290071,-9621.679245,28515.169542,-9621.679245,-9621.264151,-9346.509434,-9621.264151,-9621.264151
