latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.39978,-117.91453,343.37,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,286.46,18.2,D,0
34.39615,-117.92894,336.62,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,299.59,38.26,D,0
34.39402,-117.93745,355.49,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,293.31,38.26,D,0
34.39217,-117.9447,352.55,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,292.92,9.93,D,0
34.39124,-117.94843,344.95,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,292.07,4.29,D,0
34.39014,-117.95279,335.29,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,292.57,4.29,D,0
34.38897,-117.95741,330.22,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,293.73,3.28,D,0
34.399,-117.91763,356.58,0.39,0.59,17-09-2020,2006,N20,VIIRS,l,2,287.57,55.05,D,0
34.39798,-117.92166,313.45,0.39,0.59,17-09-2020,2006,N20,VIIRS,l,2,315.46,55.05,D,0
34.40077,-117.93336,367,0.39,0.59,17-09-2020,2006,N20,VIIRS,h,2,290.25,38.26,D,0
34.40394,-117.92075,348.29,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,285.88,55.05,D,0
34.40276,-117.92545,356.46,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.63,55.05,D,0
34.39917,-117.93976,355.29,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,290.34,38.26,D,0
34.39823,-117.94346,350.36,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.63,9.93,D,0
34.39735,-117.9469,341.97,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,289.33,9.93,D,0
34.39642,-117.95061,338.7,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,289.41,4.29,D,0
34.39539,-117.95469,332.63,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,290.34,4.29,D,0
34.39386,-117.96081,330.39,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,291.74,3.28,D,0
34.39586,-117.91827,367,0.39,0.59,17-09-2020,2006,N20,VIIRS,h,2,295.71,50.09,D,0
34.40002,-117.90219,331.09,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,287.97,5.15,D,0
34.39923,-117.90525,334.48,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,287.56,5.15,D,0
34.39845,-117.90829,336.34,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,286.48,6.1,D,0
34.39767,-117.91132,341.8,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,286.32,6.1,D,0
34.39685,-117.91447,354.41,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,285.72,50.09,D,0
34.39218,-117.93243,339.92,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,299.81,100.95,D,0
34.39058,-117.93858,346.27,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,306.19,33.7,D,0
34.38961,-117.94231,352.8,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,297.23,33.7,D,0
34.38869,-117.94586,347.4,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,295,6.15,D,0
34.38766,-117.94984,336.22,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,294.5,6.15,D,0
34.40074,-117.92155,367,0.39,0.59,17-09-2020,2006,N20,VIIRS,h,2,297.56,50.09,D,0
34.39575,-117.94078,367,0.39,0.59,17-09-2020,2006,N20,VIIRS,h,2,292.03,33.7,D,0
34.40244,-117.91502,331.01,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,287.29,6.1,D,0
34.40167,-117.91797,349.81,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,286.59,50.09,D,0
34.39925,-117.92731,340.81,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,293.66,100.95,D,0
34.39689,-117.9364,353.91,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,291.71,100.95,D,0
34.39489,-117.94413,351.9,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,291.07,33.7,D,0
34.39399,-117.94759,345.53,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,290.66,6.15,D,0
34.39295,-117.95161,339.96,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,290.47,6.15,D,0
34.39168,-117.95648,333.57,0.39,0.6,17-09-2020,2006,N20,VIIRS,n,2,291.8,9.99,D,0
34.40563,-117.9248,330.68,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,286.64,5.33,D,0
34.40399,-117.93118,335.16,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.24,5.15,D,0
34.40198,-117.93888,339.23,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.77,5.15,D,0
34.40079,-117.94347,340.71,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.05,5.42,D,0
34.22751,-117.88438,367,0.39,0.59,17-09-2020,2006,N20,VIIRS,h,2,308.45,66.32,D,0
34.23027,-117.87367,345.41,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,312.24,5.87,D,0
34.22951,-117.87661,348.68,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,315.27,16.34,D,0
34.22651,-117.88828,367,0.39,0.6,17-09-2020,2006,N20,VIIRS,l,2,326.67,66.32,D,0
34.21804,-118.05637,367,0.4,0.6,17-09-2020,2006,N20,VIIRS,h,2,302.39,6.72,D,0
34.21898,-118.05274,336.48,0.4,0.6,17-09-2020,2006,N20,VIIRS,n,2,282.35,6.72,D,0
34.22373,-118.0568,336.67,0.4,0.6,17-09-2020,2006,N20,VIIRS,n,2,295.8,6.72,D,0
34.23482,-118.03612,353.44,0.4,0.6,17-09-2020,2006,N20,VIIRS,n,2,298.39,8.52,D,0
34.25872,-117.98764,350.87,0.4,0.6,17-09-2020,2006,N20,VIIRS,n,2,311.43,4.08,D,0
34.26442,-117.9879,333.67,0.4,0.6,17-09-2020,2006,N20,VIIRS,l,2,308.65,4.08,D,0
34.26333,-117.99217,338.87,0.4,0.6,17-09-2020,2006,N20,VIIRS,l,2,313.81,9.8,D,0
34.2837,-118.00276,367,0.4,0.6,17-09-2020,2006,N20,VIIRS,h,2,306.58,32.74,D,0
34.28261,-118.00708,338.66,0.4,0.6,17-09-2020,2006,N20,VIIRS,n,2,309.7,32.74,D,0
34.39983,-117.94719,338.56,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,288.7,5.42,D,0
34.39891,-117.95075,333.8,0.39,0.59,17-09-2020,2006,N20,VIIRS,n,2,289.49,7.16,D,0
34.22417,-117.88361,367,0.54,0.68,17-09-2020,2146,N20,VIIRS,h,2,308.82,9.01,D,0
34.21626,-118.05131,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,h,2,311.99,29.83,D,0
34.22489,-117.86832,338.31,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,305.95,5.74,D,0
34.22448,-117.87706,343.01,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,309.23,9.01,D,0
34.2145,-118.0546,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,h,2,312.18,33.8,D,0
34.22199,-117.87192,342.92,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,307.62,14.12,D,0
34.22139,-117.88699,341.91,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,308.41,7.31,D,0
34.22826,-117.87271,367,0.54,0.68,17-09-2020,2146,N20,VIIRS,h,2,310.31,14.12,D,0
34.22771,-117.88621,352.73,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,310.82,7.31,D,0
34.26109,-117.98778,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,h,2,318.24,22.46,D,0
34.26145,-117.97937,349.06,0.54,0.67,17-09-2020,2146,N20,VIIRS,n,2,311.69,12.32,D,0
34.27945,-117.99683,351.88,0.53,0.67,17-09-2020,2146,N20,VIIRS,n,2,310.18,204.29,D,0
34.2792,-118.00242,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,l,2,329.05,204.29,D,0
34.28565,-117.99801,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,h,2,305.69,204.29,D,0
34.28596,-117.9912,340.13,0.54,0.67,17-09-2020,2146,N20,VIIRS,n,2,304.78,18.33,D,0
34.28541,-118.00336,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,l,2,367.33,204.29,D,0
34.28515,-118.00919,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,l,2,330.2,448.71,D,0
34.29183,-117.99977,367,0.53,0.67,17-09-2020,2146,N20,VIIRS,h,2,301.47,78.09,D,0
34.29158,-118.00517,344.38,0.53,0.67,17-09-2020,2146,N20,VIIRS,n,2,315.12,78.09,D,0
34.2913,-118.0113,339.55,0.53,0.67,17-09-2020,2146,N20,VIIRS,n,2,305.05,61.08,D,0
34.31965,-117.93888,349.13,0.54,0.68,17-09-2020,2146,N20,VIIRS,n,2,300.78,12.46,D,0
34.32587,-117.94006,367,0.54,0.68,17-09-2020,2146,N20,VIIRS,h,2,304.21,12.46,D,0
34.28394,-117.99548,351.45,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,304.15,182.64,D,0
34.28328,-118.01257,341.38,0.53,0.67,17-09-2020,2147,N20,VIIRS,n,2,307.74,183.29,D,0
34.28372,-118.00117,354.1,0.54,0.67,17-09-2020,2147,N20,VIIRS,l,2,332.29,182.64,D,0
34.2835,-118.00669,367,0.53,0.67,17-09-2020,2147,N20,VIIRS,l,2,369.38,183.29,D,0
34.29013,-117.99724,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,302.54,182.64,D,0
34.29043,-117.98961,338.33,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.92,17.11,D,0
34.28945,-118.01456,331.48,0.53,0.67,17-09-2020,2147,N20,VIIRS,l,2,306.08,183.29,D,0
34.28992,-118.00246,355.41,0.54,0.67,17-09-2020,2147,N20,VIIRS,l,2,315.44,182.64,D,0
34.28969,-118.00842,367,0.53,0.67,17-09-2020,2147,N20,VIIRS,l,2,334.44,183.29,D,0
34.31132,-117.93661,349.36,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.94,4.85,D,0
34.32365,-117.94207,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,306.49,14.73,D,0
34.32382,-117.93797,342.58,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,300.22,14.73,D,0
34.33024,-117.93445,340.36,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.14,7.57,D,0
34.33633,-117.93898,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,306.12,28.67,D,0
34.34678,-117.83695,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,301.81,15.84,D,0
34.34642,-117.84597,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,306.55,19.39,D,0
34.34658,-117.84193,338.93,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,302.75,15.84,D,0
34.34627,-117.84962,356.22,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,306.53,19.39,D,0
34.34473,-117.88752,348.68,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,307.45,6.04,D,0
34.34382,-117.90948,351.23,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,300.1,5.62,D,0
34.34954,-117.9232,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,299.99,23.18,D,0
34.34922,-117.93085,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,302.47,18.83,D,0
34.34895,-117.93734,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,305.49,18.83,D,0
34.35356,-117.82561,341.03,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,296.49,31.48,D,0
34.38712,-117.92596,356.42,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,299.74,53.24,D,0
34.39568,-117.87383,345.53,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.8,25.28,D,0
34.39495,-117.89065,352.21,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,307.65,85.62,D,0
34.39422,-117.90726,354.38,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,293.03,40.1,D,0
34.39321,-117.93063,353.23,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.05,53.24,D,0
34.39306,-117.93388,347.61,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,317.29,211.86,D,0
34.39229,-117.95152,340.24,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,312.98,85.06,D,0
34.39542,-117.87986,356.5,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,289.69,56.12,D,0
34.39518,-117.88528,356.47,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,297.32,56.12,D,0
34.39392,-117.91408,356.47,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,297.49,40.1,D,0
34.3937,-117.91928,356.5,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,303.69,29.85,D,0
34.39351,-117.92356,356.47,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,302.48,29.85,D,0
34.39335,-117.92716,356.5,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,305.41,53.24,D,0
34.39257,-117.94521,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,326.08,85.06,D,0
34.40189,-117.87606,351.29,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.89,25.28,D,0
34.40108,-117.89436,348.3,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.63,35.28,D,0
34.40077,-117.90154,351.86,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,291.33,31.09,D,0
34.40001,-117.91852,355.91,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.45,151.95,D,0
34.39962,-117.9274,347.28,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,312.77,104.68,D,0
34.39947,-117.93091,349.7,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,309.65,104.68,D,0
34.39933,-117.93425,347.33,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,312.65,78.25,D,0
34.39917,-117.93787,349.25,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,306.65,78.25,D,0
34.39838,-117.95562,342.36,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.62,126.01,D,0
34.40162,-117.88221,356.56,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,288.01,25.28,D,0
34.40137,-117.88783,356.45,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,290.67,35.28,D,0
34.40041,-117.90961,356.56,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,291.38,31.09,D,0
34.3989,-117.94395,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,326.83,126.07,D,0
34.39862,-117.95042,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,337.82,126.07,D,0
34.40781,-117.88484,349.24,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.64,35.28,D,0
34.4072,-117.89852,350.74,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,288.08,31.09,D,0
34.4059,-117.92752,342.23,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,306.96,104.68,D,0
34.40573,-117.93148,352.42,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,297.9,104.68,D,0
34.40558,-117.93502,353.34,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,295.35,78.25,D,0
34.40542,-117.93864,351.56,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,291.28,78.25,D,0
34.40522,-117.94302,353.23,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,292.5,126.07,D,0
34.40501,-117.94781,345.3,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,295.48,126.07,D,0
34.40751,-117.89158,356.46,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,288.19,35.28,D,0
34.40691,-117.90509,356.46,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,288.77,31.09,D,0
34.40651,-117.91397,356.49,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,293.91,151.95,D,0
34.40611,-117.92274,301.19,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,323.41,151.95,D,0
34.41216,-117.92813,348,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,288.82,37.5,D,0
34.39342,-117.85754,330.13,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.1,13.24,D,0
34.39313,-117.86559,334.81,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.59,6.59,D,0
34.39288,-117.87215,339.18,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,288.12,6.59,D,0
34.39267,-117.87779,351.41,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,289.48,24.15,D,0
34.39224,-117.88928,350.28,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,309.8,75.9,D,0
34.39203,-117.89494,348.52,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.23,75.9,D,0
34.39169,-117.90393,349.95,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.31,46.69,D,0
34.39142,-117.911,354.96,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,293.07,46.69,D,0
34.39063,-117.93195,353.69,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,308.93,145.26,D,0
34.39002,-117.9479,341.44,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,311.57,242.91,D,0
34.39245,-117.88371,356.35,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,294.2,24.15,D,0
34.39122,-117.91629,356.31,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,298.05,49.84,D,0
34.39106,-117.92065,356.35,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,301.14,49.84,D,0
34.39091,-117.9246,356.31,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,301.5,75.25,D,0
34.39076,-117.92842,356.35,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,304.31,75.25,D,0
34.39963,-117.86028,332.7,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.38,6.59,D,0
34.39937,-117.8672,338.69,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.81,6.59,D,0
34.39911,-117.87409,346.2,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.31,24.15,D,0
34.39845,-117.89147,354.48,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.55,75.9,D,0
34.39818,-117.8986,338.78,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.64,46.69,D,0
34.39784,-117.90767,352.59,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,291.31,46.69,D,0
34.3973,-117.92162,352.92,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,307.17,49.84,D,0
34.39716,-117.9254,348.28,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,312,75.25,D,0
34.39702,-117.92889,348.72,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.83,75.25,D,0
34.3969,-117.93215,347.29,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,312.41,145.26,D,0
34.39677,-117.93558,344.36,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,314.72,145.26,D,0
34.39659,-117.94028,345.99,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.88,242.91,D,0
34.39591,-117.95805,330.72,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.03,126.08,D,0
34.39886,-117.88059,356.28,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,288.18,24.15,D,0
34.39867,-117.88577,356.19,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,289.92,75.9,D,0
34.39753,-117.91584,356.19,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,296.99,49.84,D,0
34.39629,-117.94817,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,359.14,242.91,D,0
34.39607,-117.95379,207.93,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,320.94,126.08,D,0
34.40287,-117.94005,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,293.59,38.55,D,0
34.40269,-117.94495,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,295.12,38.55,D,0
34.40247,-117.95058,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,304.78,73.37,D,0
34.40583,-117.863,332.79,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.42,13.07,D,0
34.40559,-117.86938,339.43,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.6,13.11,D,0
34.40531,-117.87661,346.93,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.72,13.11,D,0
34.40508,-117.88294,353.64,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.22,13.01,D,0
34.40432,-117.90243,351.38,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,289.55,15.26,D,0
34.40362,-117.92081,352.98,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,307.66,80.03,D,0
34.40331,-117.92902,342.49,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.17,143.29,D,0
34.40317,-117.93259,350.67,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,304.38,93.22,D,0
34.40303,-117.93613,350.24,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,297.57,93.22,D,0
34.40484,-117.88895,356.33,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,289,13.01,D,0
34.40458,-117.89598,356.3,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,291.1,15.26,D,0
34.40405,-117.90976,356.3,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,290.4,80.03,D,0
34.4115,-117.87943,330.84,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.57,13.01,D,0
34.41125,-117.88591,336.03,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.3,13.01,D,0
34.41099,-117.89285,341.26,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,286.57,15.26,D,0
34.41073,-117.89961,347.63,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.34,15.26,D,0
34.41043,-117.90713,356.3,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,287.95,80.03,D,0
34.41003,-117.91769,356.19,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,294.39,80.03,D,0
34.40974,-117.92519,276.79,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,307.61,143.29,D,0
34.40955,-117.93001,356.19,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,290.03,143.29,D,0
34.41648,-117.91328,330.68,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,287.67,11.09,D,0
34.35559,-117.9287,355.34,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,296.23,18.83,D,0
34.35326,-117.83286,355.16,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,311.29,31.12,D,0
34.35295,-117.8405,338.75,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.92,31.12,D,0
34.35273,-117.84571,340.26,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,301.29,16.37,D,0
34.35185,-117.86742,345.11,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,307.6,10.22,D,0
34.3512,-117.88308,342.8,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,300.83,20.12,D,0
34.35943,-117.83638,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,300.27,31.12,D,0
34.35743,-117.8848,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,300.39,20.12,D,0
34.35971,-117.82964,350.68,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,296.06,31.12,D,0
34.35697,-117.89572,351.51,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,313.27,114.65,D,0
34.3553,-117.93562,354.66,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,302.98,18.83,D,0
34.36478,-117.85927,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,307.14,132.32,D,0
34.3635,-117.89009,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,307.9,218.86,D,0
34.36287,-117.90517,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,309.57,152.42,D,0
34.3619,-117.92818,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,303.2,89.71,D,0
34.36163,-117.93438,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,304.65,89.71,D,0
34.36142,-117.93945,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,304.63,58.24,D,0
34.3656,-117.83974,342.07,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,300.71,42.51,D,0
34.36517,-117.85014,351.32,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.54,42.51,D,0
34.36332,-117.89448,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,360.78,218.86,D,0
34.36312,-117.89935,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,325.99,152.42,D,0
34.37223,-117.83228,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,298.88,16.24,D,0
34.37197,-117.83854,367,0.55,0.68,17-09-2020,2147,N20,VIIRS,h,2,301.69,42.51,D,0
34.36974,-117.89147,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,303.75,218.86,D,0
34.36957,-117.89547,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,336.56,218.86,D,0
34.3713,-117.8543,354.33,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,317.89,42.51,D,0
34.36893,-117.91052,352.81,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,314.85,64.89,D,0
34.36865,-117.91717,352.65,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,305.6,64.89,D,0
34.36796,-117.93335,348.23,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,314.45,89.71,D,0
34.36771,-117.93912,344.89,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,317.2,58.24,D,0
34.36938,-117.89998,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,l,2,329.41,152.42,D,0
34.37598,-117.89252,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,301.33,90.66,D,0
34.3744,-117.92963,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,302.13,21.22,D,0
34.37381,-117.94341,367,0.54,0.68,17-09-2020,2147,N20,VIIRS,h,2,298.15,51.67,D,0
34.37857,-117.83179,347.08,0.55,0.68,17-09-2020,2147,N20,VIIRS,n,2,294.18,18.52,D,0
34.37617,-117.88805,344.51,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,294.55,330.1,D,0
34.37408,-117.93715,344.46,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,298.44,51.67,D,0
34.37358,-117.94855,344.33,0.54,0.68,17-09-2020,2147,N20,VIIRS,n,2,303.18,70.25,D,0
34.37818,-117.841,356.37,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,301.5,28.96,D,0
34.37775,-117.85099,356.38,0.55,0.68,17-09-2020,2147,N20,VIIRS,l,2,298.29,28.96,D,0
