latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.33472,-118.52109,298.29,0.52,0.42,01-01-2020,1002,N20,VIIRS,n,2,264.37,0.57,N,2
33.77607,-118.22866,299.05,0.55,0.43,01-01-2020,1002,N20,VIIRS,n,2,281.81,1.03,N,2
34.15387,-118.19527,306.91,0.55,0.42,01-01-2020,1002,N20,VIIRS,n,2,276.42,0.81,N,2
34.03726,-118.10534,295.22,0.55,0.43,01-01-2020,1002,N20,VIIRS,n,2,278.37,0.51,N,2
33.85507,-118.33278,297.68,0.54,0.42,01-01-2020,1002,N20,VIIRS,n,2,284.81,1.82,N,2
33.71768,-117.71074,299.67,0.39,0.44,01-01-2020,1002,N20,VIIRS,n,2,280.61,0.72,N,2
33.82081,-118.2448,298.07,0.55,0.43,01-01-2020,1002,N20,VIIRS,n,2,284.09,2.07,N,2
34.43011,-118.64354,296.73,0.52,0.41,01-01-2020,1002,N20,VIIRS,n,2,275.66,0.85,N,2
34.33633,-118.5214,315.1,0.38,0.36,02-01-2020,944,N20,VIIRS,n,2,281.36,0.76,N,2
34.43131,-118.64649,301.99,0.38,0.36,02-01-2020,944,N20,VIIRS,n,2,283.2,0.43,N,2
33.77887,-118.23828,302.46,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,287.22,1.28,N,2
33.71493,-117.70953,299.13,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,280.07,0.51,N,2
34.03672,-118.10356,295.61,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,280.11,0.32,N,2
34.32124,-118.51203,298.68,0.38,0.36,02-01-2020,944,N20,VIIRS,n,2,281.69,0.49,N,2
34.1538,-118.19389,304.62,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,279.91,0.89,N,2
34.24226,-118.3803,298.75,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,278.64,0.55,N,2
34.11672,-117.92635,295.15,0.39,0.36,02-01-2020,944,N20,VIIRS,n,2,279.35,0.23,N,2
34.33673,-118.52086,299.51,0.49,0.4,03-01-2020,925,N20,VIIRS,n,2,273.19,0.88,N,2
34.32621,-118.52773,295.78,0.49,0.4,03-01-2020,925,N20,VIIRS,n,2,271.47,0.48,N,2
34.33464,-118.52079,303.52,0.49,0.4,03-01-2020,925,N20,VIIRS,n,2,272.24,1.22,N,2
33.77606,-118.23189,297.78,0.47,0.4,03-01-2020,925,N20,VIIRS,n,2,279.86,1.15,N,2
33.82222,-118.24438,295.11,0.47,0.4,03-01-2020,925,N20,VIIRS,n,2,278.18,0.86,N,2
33.85558,-118.33262,296.97,0.48,0.4,03-01-2020,925,N20,VIIRS,n,2,281.65,0.81,N,2
34.15334,-118.19448,299.67,0.56,0.51,04-01-2020,906,N20,VIIRS,n,2,282.62,1.09,N,2
34.3341,-118.52242,295.95,0.59,0.53,04-01-2020,906,N20,VIIRS,n,2,277.51,0.83,N,2
34.33562,-118.52203,299.53,0.59,0.53,04-01-2020,906,N20,VIIRS,n,2,278.07,0.57,N,2
33.78086,-118.2407,295.97,0.56,0.51,04-01-2020,906,N20,VIIRS,n,2,284.54,1.96,N,2
33.85597,-118.33582,296.86,0.57,0.52,04-01-2020,906,N20,VIIRS,n,2,285.08,1.43,N,2
33.77988,-118.22861,297.78,0.56,0.51,04-01-2020,906,N20,VIIRS,n,2,282.26,1.2,N,2
33.7788,-118.22993,298.63,0.56,0.51,04-01-2020,906,N20,VIIRS,n,2,283.03,1.73,N,2
33.71806,-117.71027,297.33,0.52,0.5,04-01-2020,906,N20,VIIRS,n,2,281.8,0.46,N,2
33.85426,-118.33442,299.34,0.73,0.76,04-01-2020,1046,N20,VIIRS,n,2,285.41,1.55,N,2
33.85431,-118.33582,296.27,0.73,0.76,04-01-2020,1046,N20,VIIRS,n,2,283.72,1.13,N,2
33.7779,-118.23279,296.18,0.74,0.76,04-01-2020,1046,N20,VIIRS,n,2,282.37,1.51,N,2
33.81849,-118.24613,296.56,0.41,0.6,05-01-2020,1027,N20,VIIRS,n,2,283.05,0.81,N,2
33.85329,-118.33428,299.84,0.4,0.6,05-01-2020,1027,N20,VIIRS,n,2,281.5,1.11,N,2
33.77816,-118.228,300.02,0.41,0.61,05-01-2020,1028,N20,VIIRS,n,2,283.01,0.68,N,2
33.81779,-118.24566,295.21,0.41,0.6,05-01-2020,1028,N20,VIIRS,n,2,283.02,0.98,N,2
33.78036,-118.23647,295.33,0.41,0.6,05-01-2020,1028,N20,VIIRS,n,2,284.64,1,N,2
34.33544,-118.51879,323.63,0.42,0.45,06-01-2020,1009,N20,VIIRS,n,2,280.72,1.61,N,2
34.43015,-118.64491,300.99,0.41,0.45,06-01-2020,1009,N20,VIIRS,n,2,281.08,0.87,N,2
34.4312,-118.64613,303.11,0.41,0.45,06-01-2020,1009,N20,VIIRS,n,2,281.22,0.89,N,2
34.32133,-118.51345,297.74,0.42,0.45,06-01-2020,1009,N20,VIIRS,n,2,280.58,0.64,N,2
34.29367,-118.80162,298.2,0.41,0.45,06-01-2020,1009,N20,VIIRS,n,2,283.74,0.47,N,2
34.15465,-118.19537,300.43,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,279.55,0.92,N,2
33.90768,-118.40421,298.09,0.43,0.46,06-01-2020,1009,N20,VIIRS,n,2,285.13,1.02,N,2
33.85279,-118.33321,303.5,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,287.33,1.87,N,2
33.71628,-117.71328,298.6,0.48,0.48,06-01-2020,1009,N20,VIIRS,n,2,286.33,0.46,N,2
33.82016,-118.24444,299.72,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,285.14,1.22,N,2
33.80669,-118.24369,295.82,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,283.97,1.21,N,2
33.79587,-118.23384,295.7,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,284.94,1.04,N,0
33.77924,-118.23901,296.96,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,285.1,1.09,N,2
33.77722,-118.22964,302.78,0.44,0.46,06-01-2020,1009,N20,VIIRS,n,2,282.56,1.07,N,2
34.33392,-118.51878,326.53,0.4,0.37,07-01-2020,950,N20,VIIRS,n,2,280.7,1.86,N,2
34.24231,-118.38123,299.92,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,277.12,0.66,N,2
34.29029,-118.8007,301.78,0.4,0.37,07-01-2020,950,N20,VIIRS,n,2,284.67,0.71,N,2
34.15322,-118.19389,311.38,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,280.83,0.86,N,2
34.03508,-118.10583,304.19,0.42,0.37,07-01-2020,950,N20,VIIRS,n,2,280.57,0.64,N,2
33.9073,-118.40435,301.06,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,286.79,0.99,N,2
33.85568,-118.33064,295.34,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,284.65,0.49,N,2
33.85308,-118.33587,296.08,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,285.9,0.71,N,2
33.77753,-118.22948,306.7,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,283.79,1.01,N,2
34.4303,-118.64418,306.76,0.4,0.37,07-01-2020,950,N20,VIIRS,n,2,279.05,1.2,N,2
34.32239,-118.5126,297.72,0.4,0.37,07-01-2020,950,N20,VIIRS,n,2,280.56,0.74,N,2
33.85231,-118.3315,301.59,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,287.76,1.14,N,2
33.8191,-118.24361,299.57,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,285.65,1.26,N,2
33.71546,-117.70923,302.05,0.43,0.38,07-01-2020,950,N20,VIIRS,n,2,286.11,0.97,N,2
33.77908,-118.23829,299.26,0.41,0.37,07-01-2020,950,N20,VIIRS,n,2,287,1.04,N,2
34.43262,-118.64587,306.23,0.43,0.38,08-01-2020,931,N20,VIIRS,n,2,276.6,0.94,N,2
34.33754,-118.52015,297.14,0.43,0.38,08-01-2020,931,N20,VIIRS,n,2,279.12,0.4,N,2
34.33408,-118.52084,318.35,0.43,0.38,08-01-2020,931,N20,VIIRS,n,2,277.87,1.99,N,2
34.32052,-118.5121,306.5,0.43,0.38,08-01-2020,931,N20,VIIRS,n,2,277.49,0.73,N,2
34.24269,-118.38206,303.89,0.42,0.38,08-01-2020,931,N20,VIIRS,n,2,276.74,0.54,N,2
34.29118,-118.80155,298.05,0.44,0.38,08-01-2020,931,N20,VIIRS,n,2,277.59,0.83,N,2
34.15438,-118.19197,296.25,0.42,0.37,08-01-2020,931,N20,VIIRS,n,2,280.76,0.3,N,2
33.90668,-118.40385,298.7,0.42,0.38,08-01-2020,931,N20,VIIRS,n,2,286.3,1.13,N,2
33.85563,-118.33324,299.26,0.42,0.38,08-01-2020,931,N20,VIIRS,n,2,286.05,1.02,N,2
33.8522,-118.33393,302.66,0.42,0.38,08-01-2020,931,N20,VIIRS,n,2,286.08,1.29,N,2
33.81868,-118.24384,299.44,0.42,0.37,08-01-2020,931,N20,VIIRS,n,2,284.86,0.89,N,2
33.77925,-118.2379,302.74,0.42,0.37,08-01-2020,931,N20,VIIRS,n,2,287.54,1.02,N,2
33.77802,-118.22897,303.31,0.42,0.37,08-01-2020,931,N20,VIIRS,n,2,284.4,0.84,N,2
34.33524,-118.51886,330.56,0.39,0.36,08-01-2020,2050,N20,VIIRS,n,2,294.18,2.79,D,2
34.36275,-118.95904,332.1,0.4,0.37,08-01-2020,2050,N20,VIIRS,n,2,291.51,3.94,D,0
33.82043,-118.24271,295.32,0.45,0.47,09-01-2020,912,N20,VIIRS,n,2,283.73,1.32,N,2
33.85255,-118.33163,295.28,0.46,0.47,09-01-2020,912,N20,VIIRS,n,2,280.55,2.21,N,2
34.33722,-118.5191,307.25,0.48,0.48,09-01-2020,912,N20,VIIRS,n,2,272.67,1.45,N,2
33.85713,-118.33492,298.85,0.43,0.62,10-01-2020,853,N20,VIIRS,n,2,282.52,1.92,N,2
33.85545,-118.33304,305.86,0.43,0.62,10-01-2020,853,N20,VIIRS,n,2,287.04,1.44,N,2
33.78047,-118.23191,299.36,0.42,0.61,10-01-2020,853,N20,VIIRS,n,2,280.98,1.15,N,2
34.33404,-118.52329,295.3,0.45,0.63,10-01-2020,853,N20,VIIRS,n,2,275.41,0.71,N,2
34.1568,-118.19421,298.01,0.43,0.62,10-01-2020,853,N20,VIIRS,n,2,277.23,0.26,N,2
34.33716,-118.5186,299.95,0.47,0.64,10-01-2020,1034,N20,VIIRS,n,2,275.3,0.83,N,2
34.33786,-118.52055,301.34,0.47,0.64,10-01-2020,1034,N20,VIIRS,n,2,275.16,0.99,N,2
34.15466,-118.19384,297.3,0.49,0.65,10-01-2020,1034,N20,VIIRS,n,2,276.37,0.7,N,2
33.8514,-118.33416,295.46,0.49,0.65,10-01-2020,1034,N20,VIIRS,n,2,282.39,1.7,N,2
33.8202,-118.24454,297.49,0.5,0.66,10-01-2020,1034,N20,VIIRS,n,2,283.85,1.27,N,2
33.77488,-118.22999,300.65,0.5,0.66,10-01-2020,1034,N20,VIIRS,n,2,280.52,0.9,N,2
34.36246,-118.95957,335.75,0.36,0.57,10-01-2020,2013,N20,VIIRS,n,2,292,3.26,D,0
34.3653,-118.94811,325.67,0.36,0.57,10-01-2020,2013,N20,VIIRS,n,2,290.3,3.2,D,0
33.77786,-118.22817,300.97,0.54,0.51,11-01-2020,1015,N20,VIIRS,n,2,281.46,0.85,N,2
34.33622,-118.51917,305.35,0.51,0.49,11-01-2020,1015,N20,VIIRS,n,2,276.45,1.59,N,2
33.85481,-118.33027,296.73,0.53,0.5,11-01-2020,1015,N20,VIIRS,n,2,284.58,2.41,N,2
33.77792,-118.23962,296.07,0.47,0.4,12-01-2020,956,N20,VIIRS,n,2,284.22,1.13,N,2
34.43254,-118.64418,297.7,0.44,0.39,12-01-2020,956,N20,VIIRS,n,2,275.62,0.4,N,2
34.33629,-118.521,323.06,0.45,0.39,12-01-2020,956,N20,VIIRS,n,2,276.82,1.58,N,2
34.31951,-118.51006,304.75,0.45,0.39,12-01-2020,956,N20,VIIRS,n,2,276.31,0.42,N,2
34.29331,-118.80195,300.86,0.44,0.38,12-01-2020,956,N20,VIIRS,n,2,276.16,0.58,N,2
33.85299,-118.33115,300.87,0.46,0.39,12-01-2020,956,N20,VIIRS,n,2,285.45,1.43,N,2
33.81719,-118.24216,295.11,0.47,0.4,12-01-2020,956,N20,VIIRS,n,2,282.77,1.65,N,2
33.82,-118.24384,295.53,0.47,0.4,12-01-2020,956,N20,VIIRS,n,2,284.18,1.03,N,2
33.81549,-118.23985,295.94,0.47,0.4,12-01-2020,956,N20,VIIRS,n,2,283.39,1.18,N,2
33.77604,-118.22968,304.78,0.47,0.4,12-01-2020,956,N20,VIIRS,n,2,282.89,1.01,N,2
34.33249,-118.52065,326.1,0.54,0.42,12-01-2020,2116,N20,VIIRS,n,2,296.11,2.4,D,2
34.15364,-118.19402,302.66,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,279.33,0.72,N,2
34.29073,-118.80036,296.42,0.4,0.37,13-01-2020,937,N20,VIIRS,n,2,276.41,0.7,N,2
34.24309,-118.38229,299.08,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,276.39,0.54,N,2
34.31953,-118.51149,299.58,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,276.43,0.56,N,2
34.3253,-118.52747,308.01,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,276.2,0.87,N,2
34.33465,-118.52122,324.46,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,276.62,1.52,N,2
34.03509,-118.10717,304.44,0.39,0.36,13-01-2020,937,N20,VIIRS,n,2,278.8,0.54,N,2
33.90618,-118.40334,298.44,0.39,0.36,13-01-2020,938,N20,VIIRS,n,2,284.51,0.68,N,2
33.85469,-118.3326,301.86,0.39,0.36,13-01-2020,938,N20,VIIRS,n,2,286.63,1.2,N,2
33.8212,-118.24537,296.1,0.39,0.36,13-01-2020,938,N20,VIIRS,n,2,283.32,0.69,N,2
33.71601,-117.71245,298.99,0.38,0.36,13-01-2020,938,N20,VIIRS,n,2,279.95,0.39,N,2
33.77913,-118.23578,302.04,0.39,0.36,13-01-2020,938,N20,VIIRS,n,2,286.33,1.23,N,2
33.77788,-118.22749,306.74,0.39,0.36,13-01-2020,938,N20,VIIRS,n,2,282.41,1.03,N,2
34.36407,-118.94585,337.53,0.38,0.36,13-01-2020,2057,N20,VIIRS,n,2,293.41,17.34,D,0
34.36156,-118.96239,349.69,0.38,0.36,13-01-2020,2057,N20,VIIRS,n,2,296.26,10.34,D,0
34.4204,-118.77437,341.98,0.38,0.36,13-01-2020,2057,N20,VIIRS,n,2,291.72,8.4,D,0
33.90657,-118.40469,295.9,0.57,0.43,14-01-2020,919,N20,VIIRS,n,2,283.69,1.07,N,2
34.15429,-118.19173,305.91,0.56,0.43,14-01-2020,919,N20,VIIRS,n,2,278.86,0.85,N,2
34.24236,-118.38308,295.69,0.38,0.43,14-01-2020,919,N20,VIIRS,n,2,277.26,0.36,N,2
34.29113,-118.80162,298.74,0.4,0.44,14-01-2020,919,N20,VIIRS,n,2,277.26,0.56,N,2
34.32429,-118.52681,299.21,0.39,0.44,14-01-2020,919,N20,VIIRS,n,2,276.68,0.4,N,2
34.33596,-118.52105,319.67,0.39,0.44,14-01-2020,919,N20,VIIRS,n,2,277.25,1.36,N,2
34.4312,-118.64317,295.88,0.4,0.44,14-01-2020,919,N20,VIIRS,n,2,274.91,0.56,N,2
34.4313,-118.64526,298.12,0.4,0.44,14-01-2020,919,N20,VIIRS,n,2,275.1,0.74,N,2
33.85579,-118.33267,297.9,0.57,0.43,14-01-2020,919,N20,VIIRS,n,2,285.87,2.28,N,2
33.82183,-118.24534,296.98,0.56,0.43,14-01-2020,919,N20,VIIRS,n,2,284.42,1.89,N,2
33.85431,-118.33184,300.83,0.57,0.43,14-01-2020,919,N20,VIIRS,n,2,286.7,1.49,N,2
33.77584,-118.22826,300.04,0.56,0.43,14-01-2020,919,N20,VIIRS,n,2,282.76,0.98,N,2
34.36489,-118.9473,340.57,0.5,0.41,14-01-2020,2038,N20,VIIRS,n,2,292.78,9.73,D,0
34.40618,-118.75274,329.35,0.49,0.4,14-01-2020,2038,N20,VIIRS,n,2,292.25,2.92,D,0
34.33459,-118.52222,303.52,0.36,0.57,15-01-2020,900,N20,VIIRS,n,2,276.21,0.58,N,2
34.04152,-117.82251,295.32,0.33,0.55,15-01-2020,900,N20,VIIRS,n,2,278.88,0.29,N,2
34.03621,-118.1074,295.16,0.34,0.56,15-01-2020,900,N20,VIIRS,n,2,279.32,0.22,N,2
33.90891,-118.40482,295.05,0.35,0.57,15-01-2020,900,N20,VIIRS,n,2,283.44,1.01,N,2
33.85633,-118.33372,302.56,0.35,0.57,15-01-2020,900,N20,VIIRS,n,2,285.88,1.57,N,2
33.82292,-118.24592,295.01,0.34,0.56,15-01-2020,900,N20,VIIRS,n,2,281.7,0.46,N,2
33.81716,-118.23898,295.17,0.34,0.56,15-01-2020,900,N20,VIIRS,n,2,282.98,1.03,N,2
33.78051,-118.23929,300.67,0.34,0.56,15-01-2020,900,N20,VIIRS,n,2,284.66,0.93,N,2
33.77996,-118.2318,297.88,0.34,0.56,15-01-2020,900,N20,VIIRS,n,2,281.37,0.79,N,2
33.77868,-118.22843,297.77,0.61,0.71,15-01-2020,1040,N20,VIIRS,n,2,281.09,1.2,N,2
33.77837,-118.23058,295.73,0.61,0.71,15-01-2020,1040,N20,VIIRS,n,2,281.18,1.3,N,2
34.36299,-118.95585,337.14,0.59,0.53,15-01-2020,2019,N20,VIIRS,n,2,291.2,4.85,D,0
34.36359,-118.95454,338.86,0.59,0.53,15-01-2020,2019,N20,VIIRS,n,2,290.6,7.81,D,0
34.24543,-118.98556,330.46,0.59,0.53,15-01-2020,2019,N20,VIIRS,n,2,290.18,3.92,D,0
34.24676,-118.98717,325.55,0.72,0.75,15-01-2020,2200,N20,VIIRS,n,2,289.77,2.71,D,0
34.24491,-118.98801,325.1,0.72,0.75,15-01-2020,2200,N20,VIIRS,n,2,290.04,4.04,D,0
34.36325,-118.9567,330.16,0.72,0.76,15-01-2020,2200,N20,VIIRS,n,2,291.06,3.77,D,0
33.81631,-118.24146,295.22,0.65,0.73,16-01-2020,841,N20,VIIRS,n,2,283.14,1.6,N,0
34.33632,-118.52081,300.55,0.62,0.54,16-01-2020,1021,N20,VIIRS,n,2,276.67,1.14,N,2
34.15533,-118.19168,304.73,0.33,0.55,16-01-2020,1021,N20,VIIRS,n,2,277.51,0.37,N,2
34.43039,-118.64461,303.15,0.38,0.36,18-01-2020,944,N20,VIIRS,n,2,276.73,0.61,N,2
34.3354,-118.51951,316.58,0.38,0.36,18-01-2020,944,N20,VIIRS,n,2,276.45,1.29,N,2
34.32623,-118.52596,298.55,0.38,0.36,18-01-2020,944,N20,VIIRS,n,2,276.25,0.6,N,2
34.3203,-118.51013,298.59,0.38,0.36,18-01-2020,944,N20,VIIRS,n,2,276.34,0.27,N,2
34.24523,-118.38174,297.26,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,276.16,0.58,N,2
34.2922,-118.80334,298.21,0.38,0.36,18-01-2020,944,N20,VIIRS,n,2,280.16,0.3,N,2
34.15281,-118.19189,310.84,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,280.1,0.9,N,2
34.03639,-118.10567,302.08,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,278.84,0.64,N,2
33.90763,-118.40458,297.09,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,282.76,0.64,N,2
33.85522,-118.33395,297.24,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,283.67,0.84,N,2
33.85454,-118.32983,296.47,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,285.23,0.71,N,2
33.85126,-118.3306,298.44,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,283.03,0.61,N,2
33.82,-118.24355,297.95,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,283.36,1.04,N,2
33.81536,-118.23605,298.18,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,283.35,0.87,N,2
33.71784,-117.71041,309.95,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,280.97,0.94,N,2
33.77784,-118.23628,299.48,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,284.73,0.92,N,2
33.77649,-118.228,309.06,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,283.02,0.66,N,2
33.77445,-118.2156,302.1,0.39,0.36,18-01-2020,944,N20,VIIRS,n,2,282.33,0.47,N,2
34.03676,-118.10638,296.65,0.47,0.4,19-01-2020,925,N20,VIIRS,n,2,279.15,0.49,N,2
33.90614,-118.40383,296.5,0.48,0.4,19-01-2020,925,N20,VIIRS,n,2,285.06,0.81,N,2
33.85284,-118.3343,305.09,0.48,0.4,19-01-2020,925,N20,VIIRS,n,2,287.29,1.95,N,2
33.8535,-118.33568,295.35,0.48,0.4,19-01-2020,925,N20,VIIRS,n,2,284.96,1.05,N,2
33.85286,-118.33055,302.64,0.48,0.4,19-01-2020,925,N20,VIIRS,n,2,286.54,1.05,N,2
33.81518,-118.23811,297.4,0.47,0.4,19-01-2020,925,N20,VIIRS,n,2,284.97,1.18,N,2
33.7155,-117.71307,312.23,0.45,0.39,19-01-2020,925,N20,VIIRS,n,2,284.57,0.94,N,2
33.77821,-118.2396,295.19,0.47,0.4,19-01-2020,925,N20,VIIRS,n,2,283.71,0.62,N,2
33.77695,-118.22944,306.5,0.47,0.4,19-01-2020,925,N20,VIIRS,n,2,282.9,1.49,N,2
34.29269,-118.80361,298.14,0.51,0.41,19-01-2020,925,N20,VIIRS,n,2,282.89,0.55,N,2
34.15532,-118.19097,304.37,0.47,0.4,19-01-2020,925,N20,VIIRS,n,2,279.28,0.87,N,2
34.04243,-117.82199,297.32,0.46,0.39,19-01-2020,925,N20,VIIRS,n,2,279.73,0.67,N,2
34.43198,-118.64323,303.37,0.5,0.41,19-01-2020,925,N20,VIIRS,n,2,279.5,0.83,N,2
34.43092,-118.64429,300.23,0.5,0.41,19-01-2020,925,N20,VIIRS,n,2,278.79,0.93,N,2
34.33655,-118.52232,307.24,0.49,0.4,19-01-2020,925,N20,VIIRS,n,2,278.29,1.58,N,2
34.32602,-118.52919,301.38,0.49,0.4,19-01-2020,925,N20,VIIRS,n,2,278.72,0.58,N,2
34.32051,-118.51463,295.29,0.49,0.4,19-01-2020,925,N20,VIIRS,n,2,279.29,0.55,N,0
34.24558,-118.3798,296.27,0.48,0.4,19-01-2020,925,N20,VIIRS,n,2,276.69,0.51,N,2
34.33398,-118.52142,306.45,0.42,0.45,22-01-2020,1009,N20,VIIRS,n,2,274.23,1.16,N,2
34.23078,-118.07094,345.42,0.72,0.76,22-01-2020,1948,N20,VIIRS,n,2,281.08,13.48,D,0
34.36219,-118.95847,336.81,0.5,0.49,22-01-2020,2128,N20,VIIRS,n,2,293.59,4.17,D,0
34.42978,-118.64373,297.61,0.4,0.37,23-01-2020,950,N20,VIIRS,n,2,279.1,0.46,N,2
34.33683,-118.5173,299.77,0.4,0.37,23-01-2020,950,N20,VIIRS,n,2,279.82,0.68,N,2
34.33348,-118.51813,305.78,0.4,0.37,23-01-2020,950,N20,VIIRS,n,2,279.9,1,N,2
34.32195,-118.51195,299.34,0.4,0.37,23-01-2020,950,N20,VIIRS,n,2,280.25,0.45,N,2
34.23408,-118.07082,295.02,0.42,0.37,23-01-2020,950,N20,VIIRS,n,2,280.01,0.21,N,0
34.24321,-118.38155,305.83,0.41,0.37,23-01-2020,950,N20,VIIRS,n,2,278.56,0.63,N,2
34.29308,-118.79958,297.28,0.4,0.37,23-01-2020,950,N20,VIIRS,n,2,280.61,0.42,N,2
34.15295,-118.19257,306.84,0.41,0.37,23-01-2020,950,N20,VIIRS,n,2,281.72,1.08,N,2
34.02401,-118.02284,297.5,0.42,0.38,23-01-2020,950,N20,VIIRS,n,2,282.82,0.52,N,0
33.85208,-118.33036,299.09,0.41,0.37,23-01-2020,950,N20,VIIRS,n,2,285.99,2.05,N,2
33.71645,-117.71137,303.07,0.43,0.38,23-01-2020,950,N20,VIIRS,n,2,281.51,0.82,N,2
33.77777,-118.22968,303.33,0.41,0.37,23-01-2020,950,N20,VIIRS,n,2,283.9,1.12,N,2
34.43179,-118.64257,296.28,0.43,0.38,24-01-2020,931,N20,VIIRS,n,2,279.14,0.46,N,2
34.33585,-118.51941,314.84,0.43,0.38,24-01-2020,931,N20,VIIRS,n,2,279.5,1.7,N,2
34.32605,-118.52586,301.26,0.43,0.38,24-01-2020,931,N20,VIIRS,n,2,278.83,0.3,N,2
34.32079,-118.51303,299.68,0.43,0.38,24-01-2020,931,N20,VIIRS,n,2,279.68,0.49,N,2
34.15528,-118.19344,310.14,0.42,0.37,24-01-2020,931,N20,VIIRS,n,2,279.98,1.2,N,2
34.041,-117.82213,296.34,0.41,0.37,24-01-2020,931,N20,VIIRS,n,2,282.24,0.56,N,2
34.03492,-118.105,299.2,0.41,0.37,24-01-2020,931,N20,VIIRS,n,2,278.74,0.49,N,2
33.8525,-118.33058,300.06,0.42,0.38,24-01-2020,931,N20,VIIRS,n,2,283.34,1.07,N,2
33.8198,-118.24503,296.4,0.42,0.37,24-01-2020,931,N20,VIIRS,n,2,281.54,1.07,N,2
33.81517,-118.23678,298.75,0.42,0.37,24-01-2020,931,N20,VIIRS,n,2,283.76,1.01,N,2
33.77707,-118.23797,296.5,0.42,0.37,24-01-2020,931,N20,VIIRS,n,2,284.94,0.51,N,2
33.77584,-118.22904,300.66,0.41,0.37,24-01-2020,931,N20,VIIRS,n,2,281.96,0.93,N,2
34.22897,-118.06304,339.08,0.39,0.36,24-01-2020,2050,N20,VIIRS,n,2,271.74,5.79,D,0
34.33501,-118.52187,304.28,0.47,0.48,25-01-2020,912,N20,VIIRS,n,2,273.68,0.83,N,2
34.33609,-118.52245,303.35,0.45,0.63,26-01-2020,853,N20,VIIRS,n,2,279.54,0.64,N,2
34.33493,-118.52135,301.24,0.47,0.64,26-01-2020,1034,N20,VIIRS,n,2,279.01,0.73,N,2
34.33519,-118.51956,303.56,0.51,0.49,27-01-2020,1015,N20,VIIRS,n,2,280.72,1.3,N,2
33.79581,-118.23383,295.93,0.54,0.51,27-01-2020,1015,N20,VIIRS,n,2,285.05,0.86,N,0
34.15499,-118.19171,306.33,0.47,0.39,28-01-2020,956,N20,VIIRS,n,2,281.31,1.18,N,2
34.42994,-118.64301,309.92,0.44,0.39,28-01-2020,956,N20,VIIRS,n,2,282.47,0.84,N,2
34.33414,-118.52081,312.33,0.45,0.39,28-01-2020,956,N20,VIIRS,n,2,280.54,1.25,N,2
34.32459,-118.52881,303.69,0.45,0.39,28-01-2020,956,N20,VIIRS,n,2,281.34,0.61,N,2
34.32088,-118.5089,296.01,0.45,0.39,28-01-2020,956,N20,VIIRS,n,2,281.53,0.32,N,2
34.24503,-118.38092,302.53,0.46,0.39,28-01-2020,956,N20,VIIRS,n,2,283.4,0.76,N,2
34.29095,-118.80315,300.87,0.44,0.38,28-01-2020,956,N20,VIIRS,n,2,282.86,0.77,N,2
34.04271,-117.82315,297.27,0.48,0.4,28-01-2020,956,N20,VIIRS,n,2,281.96,0.42,N,2
34.03608,-118.10422,297.66,0.47,0.4,28-01-2020,956,N20,VIIRS,n,2,281.82,0.51,N,2
33.85521,-118.33013,296.86,0.46,0.39,28-01-2020,957,N20,VIIRS,n,2,286.24,1.11,N,2
33.71774,-117.71174,299.51,0.5,0.41,28-01-2020,957,N20,VIIRS,n,2,283.02,0.76,N,2
